,smiles,ESOL,rd_8,rd_32,rd_64,rd_128,rd_512,rd_1024,rd_2048,rd_4096,rd_8192,rd_16384
257,CCNc1ccccc1,0.650883828951064,4,5,2,1,5,5,5,2,3,4
258,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,-0.4838043261882512,1,2,2,4,4,1,2,2,5,1
259,Cc1c2ccccc2c(C)c3ccc4ccccc4c13,-1.8674895483293512,4,3,3,1,5,3,5,2,2,5
260,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-1.5455921993536592,3,1,3,2,1,3,5,5,3,1
261,COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,-1.8059503492604692,5,5,3,2,1,1,1,1,3,4
262,Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F ,-1.990567946467116,5,4,4,1,4,3,5,4,3,4
263,O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-0.7588372081807174,2,1,1,3,1,5,4,2,1,1
264,CN(C)C(=O)Nc1ccc(Cl)cc1,0.08756346824360259,1,4,3,2,4,3,2,2,5,2
265,OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,-0.13965818985688602,1,5,4,1,5,1,3,5,3,2
266,CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O ,-0.4994258151826596,4,5,3,5,5,2,1,1,2,4
267,CCCCBr,0.33372026451913195,1,1,2,1,4,2,2,4,4,4
268,Brc1cc(Br)c(Br)cc1Br,-1.848554410154311,4,1,5,1,1,3,2,1,4,2
269,CC(C)CC(=O)C,1.1053271451520414,5,2,1,2,4,5,1,4,1,5
270,CCSC(=O)N(CC)C1CCCCC1 ,-0.15385954348816647,5,1,3,2,5,3,4,4,2,4
271,COc1ccc(Cl)cc1,0.13963509822496473,5,4,5,3,2,4,5,2,4,2
272,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-2.521698572277009,3,3,5,2,2,1,5,3,5,2
273,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,0.5012962373682424,3,4,3,2,2,1,5,5,3,2
274,COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,-0.456821754288818,1,4,2,3,3,1,4,4,2,3
275,Ic1cccc2ccccc12,-0.698244766020587,5,2,1,1,3,3,4,2,3,4
276,OCC(O)C(O)C(O)C(O)CO,1.9716097166601545,2,4,1,2,2,3,5,3,1,5
277,CCS,1.1716001287646838,5,1,1,3,4,2,3,4,2,2
278,ClCC(Cl)Cl,0.7550270889137879,4,5,2,5,4,1,4,4,4,4
279,CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,0.466266231744417,3,1,1,3,5,3,1,5,5,1
280,NC(=O)c1ccccc1O,0.5940784144259418,2,2,5,3,2,2,5,4,5,4
281,Cc1ccccc1N(=O)=O,0.3526554026941727,2,3,4,1,1,1,3,5,1,1
282,O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,0.14626239658622886,1,2,3,1,3,5,1,4,3,4
283,CCc1ccccc1C,-0.06391763715672308,1,2,4,2,5,5,5,3,1,5
284,CCCCCCCCl,-0.4378866161137773,1,4,1,4,2,2,1,5,4,4
285,O=C1NC(=O)NC(=O)C1(CC)CC,0.3195189108878515,5,4,5,4,1,3,3,3,4,3
286,C(Cc1ccccc1)c2ccccc2,-0.7313812578269084,1,5,4,2,1,2,2,1,5,5
287,ClC(Cl)C(Cl)Cl,0.6319486907760233,3,5,2,4,3,1,4,3,1,3
288,CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23 ,-0.9836919740093258,2,5,4,3,1,2,3,5,1,3
289,Cc1ccc2c(ccc3ccccc32)c1,-1.3089029721656502,2,2,4,1,2,3,3,4,5,1
290,CCCCOC(=O)c1ccccc1C(=O)OCCCC ,-0.6272379978641847,4,1,2,2,3,5,1,5,2,3
291,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl ,-0.44735418520129744,4,4,4,2,3,2,4,3,3,4
292,CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,1.7032041330289518,1,2,4,5,4,1,4,3,5,2
293,CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O,-1.0447577946238322,2,3,3,3,5,4,2,4,4,3
294,CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,-0.7105526058343639,3,3,1,5,1,4,1,3,3,5
295,COc1ccc(cc1)N(=O)=O,0.3147851263440912,4,1,1,2,3,4,2,5,5,2
296,CCCCCCCl,-0.02131357626288153,2,2,5,1,3,3,4,2,2,5
297,Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-2.8805194406940298,1,5,4,4,4,3,2,1,5,2
298,OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,1.2615420350961268,3,4,3,3,4,3,4,4,5,3
299,CCCCCCCCCCCCCCCCCCCCCCCCCC,-2.489508837379439,5,3,5,4,2,1,3,2,1,1
300,CCN2c1ccccc1N(C)C(=O)c3cccnc23 ,-0.11788278095558907,1,1,4,1,4,3,5,2,3,1
301,CC(Cl)Cl,0.8449689952452314,4,3,3,2,3,4,4,4,5,3
302,Nc1ccc(cc1)S(N)(=O)=O,0.8213000725264304,2,4,5,2,4,5,3,1,1,2
303,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,-1.6165989675100618,3,5,3,1,1,2,3,2,2,1
304,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-0.7408488269144287,5,3,2,3,4,2,5,1,1,5
305,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-0.5297220362627247,2,4,2,1,4,3,5,5,1,3
306,Clc1cccc(Cl)c1Cl,-0.4378866161137773,2,5,1,4,2,4,4,2,1,5
307,ClC(Cl)(Cl)Cl,0.36212297178169306,1,1,3,3,5,1,2,3,1,2
308,O=N(=O)c1cc(Cl)c(Cl)cc1,-0.059183852612962995,1,4,3,1,5,3,3,5,5,1
309,OC1CCCCCCC1,0.8449689952452314,4,5,2,3,2,2,3,5,1,2
310,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-0.4374132376594013,3,3,1,3,4,4,5,4,4,1
311,CCOc1ccc(NC(N)=O)cc1,0.4283959553943356,3,2,3,2,5,1,4,1,5,1
312,C/C1CCC(\C)CC1,-0.6603744896705056,1,4,2,1,5,5,5,4,5,1
313,c1cnc2c(c1)ccc3ncccc23,0.18697294366256634,3,1,3,1,5,3,3,5,3,4
314,COC(C)(C)C,1.3420163723400504,3,5,5,3,5,4,3,3,4,3
315,COc1ccc(C=CC)cc1,-0.026047360806641613,3,2,5,2,3,1,4,1,2,5
316,CCCCCCCCCCCCCCCCO,-1.858021979241831,4,2,5,3,5,2,5,3,5,4
317,O=c1cc[nH]c(=O)[nH]1 ,0.7512400612787797,2,3,5,1,3,3,4,1,1,3
318,Nc1ncnc2nc[nH]c12 ,0.4520648781131365,2,5,3,2,2,5,4,5,1,5
319,Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl ,-1.9574314546607947,2,3,2,1,5,5,2,3,4,3
320,COc1ccc(cc1)C(O)(C2CC2)c3cncnc3 ,0.2267367338301519,3,5,1,1,2,2,2,5,3,1
321,c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,-2.440277478124333,5,1,1,4,5,2,3,3,4,1
322,O=C(Nc1ccccc1)Nc2ccccc2,-0.03551492989416198,5,1,4,2,5,4,3,5,4,5
323,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 ,0.3564424303291808,4,2,4,2,4,4,2,1,5,3
324,Clc1ccc(cc1)c2cccc(Cl)c2Cl ,-1.5219232766348585,5,4,3,3,1,2,2,4,1,3
325,CC(C)c1ccc(NC(=O)N(C)C)cc1,-0.21823901328330494,4,1,5,4,5,1,5,4,4,2
326,CCN(CC)C(=O)CSc1ccc(Cl)nn1,0.6433097736810477,5,4,4,4,5,5,2,5,5,3
327,CCC(C)(C)CO,0.963313608839236,2,3,2,4,4,5,3,5,4,4
328,CCCOC(=O)CCC,0.6272149062322632,2,4,2,2,5,3,1,5,4,4
329,Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,-0.06865142170048337,3,3,3,2,2,2,5,2,5,4
330,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-0.532562306988981,2,2,2,1,1,3,4,1,3,1
331,C1CCCCCC1,-0.2059311734695284,2,1,2,5,4,1,5,4,1,4
332,CCCOC=O,1.2236717587460457,1,4,5,4,4,5,4,3,4,1
333,CC(C)c1ccccc1C,-0.3242757870635329,1,5,5,2,1,5,1,2,5,2
334,Nc1cccc(Cl)c1,0.8070987188951498,1,1,3,1,4,2,2,3,2,5
335,CC(C)CC(C)C,-0.5609650142515419,3,2,3,5,5,5,1,3,4,4
336,o1c2ccccc2c3ccccc13,-0.7219136887393879,5,5,1,3,5,3,4,2,1,2
337,CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,-0.16332711257568686,4,5,2,4,3,3,3,3,2,4
338,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-0.16806089711944713,3,5,4,5,3,1,4,5,1,4
339,c3ccc2nc1ccccc1cc2c3,-0.2816717261696913,5,3,2,1,1,3,1,5,5,3
340,CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-0.016579791719121245,1,4,4,3,4,4,2,5,4,5
341,OCC1OC(O)C(O)C(O)C1O,1.805927257628548,1,3,3,4,3,1,1,1,1,2
342,Cc1cccc(O)c1,1.1337298524146022,3,5,4,1,4,3,3,2,5,1
343,CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O ,-0.24190793600210603,5,3,5,4,4,1,1,3,1,5
344,CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23 ,-1.3870104171376931,1,1,4,5,1,2,3,1,2,2
345,O=N(=O)c1ccc(cc1)N(=O)=O,-0.14912575894440638,2,4,2,5,5,3,5,5,1,4
346,CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,0.17939888839255005,1,3,3,5,2,2,1,4,4,5
347,CCCCCCCCCC(=O)OCC,-0.4852244615513789,5,5,5,4,2,4,1,2,5,2
348,CN(C)C(=O)Nc1ccccc1,0.6982216743886658,3,2,4,4,3,4,2,3,4,4
349,CCCOCC,1.1431974215021226,5,4,2,4,2,4,1,4,1,3
350,CC(C)O,1.6591799367719824,3,5,1,3,2,5,5,5,1,5
351,Cc1ccc2ccccc2c1,-0.3290095716072932,5,4,1,2,5,5,3,5,3,3
352,ClC(Br)Br,0.5562081380758604,3,3,3,1,3,5,4,2,3,1
353,CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,-0.6414393514954648,1,4,1,1,3,1,5,1,3,3
354,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-0.13965818985688602,5,4,2,1,2,5,1,4,5,1
355,ClCc1ccccc1,0.3242526954316116,1,5,3,1,4,3,2,1,1,4
356,C/C=C/C=O,1.6071083067906202,4,5,5,4,5,1,5,4,4,1
357,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-0.4019098535811999,5,4,3,2,3,1,2,2,4,5
358,Cc1c2ccccc2c(C)c3ccccc13,-1.6544692438601436,3,4,4,3,5,4,4,4,3,1
359,CCCCCC(=O)OC,0.5704094917071411,5,3,1,3,1,2,2,3,2,5
360,CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C,-0.5931547491491113,3,3,5,2,5,1,2,3,5,2
361,CC(=O)Nc1ccc(F)cc1,0.6130135526009826,5,2,1,2,1,3,3,2,5,5
362,CCc1cccc(CC)c1N(COC)C(=O)CCl ,-0.0875865598755239,5,5,1,2,3,2,3,1,1,4
363,C1CCC=CC1,0.2295770045564081,2,1,3,1,2,4,2,5,3,1
364,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-0.007112222631600876,4,2,1,2,5,1,5,2,2,3
365,c1cncnc1,1.9763435012039143,1,2,5,2,1,1,5,2,2,2
366,Clc1ccc(cc1)N(=O)=O,0.07336211461232214,1,5,5,5,1,5,3,3,5,1
367,CCC(=O)OC,1.3893542177776521,1,4,3,5,2,2,2,3,2,5
368,Clc1ccccc1N(=O)=O,0.24851214273144884,1,2,5,1,5,4,2,4,5,2
369,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-0.8023880259833109,4,3,5,2,5,1,4,3,4,1
370,CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,0.5670958425265088,3,2,1,5,5,2,1,1,3,5
371,O=N(=O)c1ccccc1,0.6035459835134622,3,3,3,2,4,2,3,5,5,4
372,Ic1ccccc1,0.030758053718480595,1,2,3,2,4,2,1,2,3,3
373,CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O ,-0.3337433561510532,3,1,3,2,1,3,1,1,2,4
374,COc1ccccc1OCC(O)COC(N)=O,0.9893494238299168,1,1,4,3,5,5,1,3,4,5
375,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ,-0.5278285224452208,3,3,4,5,3,4,3,4,1,4
376,Oc1cccc(Cl)c1Cl,0.8402352107014712,4,2,4,2,4,3,2,4,4,1
377,CCCC(=O)OC,0.5467405689883401,4,5,1,2,2,5,2,5,5,5
378,CCC(=O)Nc1ccc(Cl)c(Cl)c1,0.03549183826224067,5,4,5,4,2,1,5,5,3,3
379,Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,0.3176253970703474,2,5,3,1,4,3,5,3,1,4
380,CCCCCC(=O)OCC,0.3431878336066523,4,2,4,2,3,2,2,5,4,5
381,OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl ,0.5846108453384214,5,3,2,3,1,1,3,5,2,1
382,CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,-1.1337529440465235,1,1,3,2,3,3,4,3,1,2
383,COc1nc(NC(C)C)nc(NC(C)C)n1,0.282595391446522,4,3,3,2,4,5,1,3,2,5
384,CCCCCCC=C,-0.6461731360392253,1,5,5,1,5,5,1,5,1,4
385,Cc1ccc(N)cc1,0.8828392715953128,4,5,5,5,2,2,1,5,2,1
386,Nc1nccs1 ,1.2852109578149282,4,5,4,5,2,1,5,3,5,1
387,c1ccccc1(OC(=O)NC),0.6021258481503342,1,5,1,1,3,3,2,1,3,5
388,CCCC(O)CC,1.07692443788948,4,2,2,3,4,5,3,2,5,4
389,c3ccc2c(O)c1ccccc1cc2c3 ,-0.7834528878082706,4,4,1,2,1,5,3,3,4,4
390,Cc1ccc2cc3ccccc3cc2c1,-1.8390868410667904,1,2,2,4,3,5,2,2,4,3
391,Cc1cccc(C)c1C,-0.059183852612962995,2,4,2,4,3,1,3,3,1,3
392,CNC(=O)Oc1ccc(N(C)C)c(C)c1,0.3384540490628922,2,3,1,4,4,1,4,1,1,2
393,CCCCCCCC(C)O,0.15857023640000525,4,4,1,3,1,4,2,1,1,2
394,CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,-0.13019062076936566,4,3,1,3,4,5,2,1,5,5
395,CCCC(=O)CC,1.0627230842581996,3,5,2,2,4,1,5,1,1,4
396,Oc1c(Br)cc(C#N)cc1Br ,-0.12072305168184527,5,2,1,4,4,1,2,2,1,2
397,Clc1ccc(cc1Cl)c2ccccc2 ,-1.5692611220724602,1,5,3,2,5,4,1,2,3,2
398,CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,-0.8511460067840411,2,5,3,4,1,5,2,5,3,4
399,Oc1cccc2ncccc12 ,0.2532459272752089,5,4,1,1,2,5,3,2,1,2
400,CC1=C(SCCO1)C(=O)Nc2ccccc2,-0.0307811453504019,4,2,2,5,1,5,3,2,5,3
401,CCOc2ccc1nc(sc1c2)S(N)(=O)=O ,-0.3479447097823339,3,2,1,3,1,1,1,3,3,5
402,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-0.5704325833390624,3,2,3,4,5,4,4,5,1,5
403,ClCBr,1.0343203769956384,5,1,3,5,5,5,3,1,4,3
404,CCC1(CC)C(=O)NC(=O)N(C)C1=O ,0.3999932481317745,1,3,5,5,4,5,5,5,3,3
405,CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-0.7361150423706685,4,3,5,4,2,2,2,1,3,1
406,NC(=O)NCc1ccccc1 ,1.0059176697330776,4,5,3,5,2,3,3,5,5,1
407,CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-0.19314995520137604,3,1,1,5,2,5,4,3,1,2
408,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-0.244748206728362,1,4,5,5,5,4,1,1,4,3
409,OC1CCCCCC1,1.0390541615393991,3,5,3,2,1,1,3,4,1,1
410,CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,0.4359700106643519,5,4,1,3,2,4,1,1,2,2
411,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O ,-0.13492440531312574,2,2,3,4,3,3,3,3,1,1
412,CC(=O)Nc1nnc(s1)S(N)(=O)=O ,0.3384540490628922,3,4,3,2,5,4,4,3,4,5
413,Oc1ccc(cc1)N(=O)=O,1.1053271451520414,2,3,4,5,2,3,1,5,2,3
414,ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,-1.5299707103592508,1,5,1,4,3,1,1,5,1,2
415,C1CCOC1,1.6875826440345432,1,3,4,3,5,4,4,3,2,2
416,Nc1ccccc1N(=O)=O,0.5278054308132993,5,2,3,4,3,2,3,3,4,1
417,Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-1.990567946467116,5,5,2,4,1,4,3,1,1,3
418,CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 ,-0.3479447097823339,5,2,4,2,4,1,5,1,3,1
419,Cc1c(cccc1N(=O)=O)N(=O)=O,0.03549183826224067,5,3,1,2,4,2,4,5,5,3
420,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-0.6367055669517048,3,5,5,5,4,2,2,1,4,1
421,CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,-0.6324451608623209,1,5,2,1,1,4,5,3,4,3
422,ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O ,-1.1006164522402029,5,2,4,2,4,2,3,5,3,1
423,c1(Br)c(Br)cc(Br)cc1,-0.6745758433017862,5,4,4,2,1,5,1,3,1,5
424,OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,-0.4151644503037284,4,2,2,5,1,5,5,1,5,3
425,O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,0.3403475628803963,5,4,5,3,1,3,4,1,4,5
426,c1(O)c(C)ccc(C(C)C)c1,0.4710000162881772,5,1,1,5,4,4,5,3,4,5
427,C1SC(=S)NC1(=O),0.6177473371447427,2,1,5,4,4,1,3,4,4,5
428,Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ,-0.0037985734509689054,2,1,5,3,2,4,4,4,4,5
429,ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,-1.033870090173184,1,5,1,4,3,1,1,3,4,2
430,CCN(CC)C(=S)SSC(=S)N(CC)CC,-0.8449920868771529,2,5,1,5,1,5,2,1,1,1
431,C1CCCCC1,-0.011846007175361164,2,4,4,2,1,4,3,3,2,1
432,ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,-1.989621189558364,5,2,3,3,2,4,4,5,2,4
433,CN(C)C=Nc1ccc(Cl)cc1C,0.10176482187488324,2,5,4,5,3,1,3,2,5,3
434,CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,-1.0248758995400395,5,1,2,4,4,3,2,4,5,5
435,CCCCCCCCO,0.3242526954316116,5,1,3,3,2,3,5,1,4,5
436,CCSCC,0.8213000725264304,3,3,2,4,3,1,5,3,2,1
437,ClCCCl,0.9538460397517154,1,4,3,3,3,3,2,3,4,4
438,CCC(C)(C)Cl,0.2674472809064896,4,3,2,4,4,3,2,4,2,2
439,ClCCBr,0.8307676416139508,1,4,3,5,1,5,4,4,1,2
440,Nc1ccc(cc1)N(=O)=O,0.33372026451913195,5,3,4,1,1,5,2,3,2,4
441,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,1.3401228585225458,1,1,3,2,2,3,3,1,2,3
442,CCN2c1ncccc1N(CC)C(=O)c3cccnc23 ,0.10176482187488324,2,4,1,2,4,5,4,2,2,3
443,Clc1ccccc1,0.32898647997537184,3,2,1,2,1,5,4,1,3,3
444,CCCCCCCC=C,-0.9349339932085959,1,3,5,5,1,2,3,3,1,3
445,Brc1ccc(I)cc1,-0.7029785505643471,4,5,2,1,1,2,4,3,2,3
446,CCC(C)(O)CC,1.2852109578149282,2,1,5,1,3,4,2,2,3,5
447,CCCCCc1ccccc1,-0.7408488269144287,5,4,5,2,4,4,3,3,4,1
448,NC(=O)NC1NC(=O)NC1=O ,0.6982216743886658,5,5,1,3,4,4,1,3,5,1
449,OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,-0.7081857135624843,4,1,1,5,2,3,1,3,4,3
450,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-1.9526976701170349,5,4,4,4,1,1,1,3,2,1
451,CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-0.9983667060949826,5,2,5,4,4,3,1,5,2,5
452,Clc1cccc2ccccc12,-0.4047501243074561,5,1,5,3,4,4,2,3,5,2
453,CCN2c1ccccc1N(C)C(=O)c3ccccc23 ,-0.7924470784414146,4,1,5,5,1,5,1,3,3,2
454,CCCCC(C)O,1.0343203769956384,5,4,5,2,5,4,1,3,2,2
455,CCCC1CCCC1,-0.7881866723520307,3,3,5,2,2,4,2,1,5,1
456,CCOC(=O)c1cncn1C(C)c2ccccc2,-0.7858197800801506,1,5,3,2,5,5,5,2,4,5
457,Oc1ccc(Cl)c(Cl)c1,0.8639041334202721,5,1,4,4,4,5,2,5,2,4
458,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-2.3394478673422423,5,1,5,5,2,2,4,5,5,3
459,c2ccc1ocnc1c2,0.9065081943141138,3,3,5,2,5,4,4,5,3,5
460,CCCCCO,1.1716001287646838,5,1,3,3,4,2,4,4,5,3
461,CCN(CC)c1ccccc1,0.021290484630960227,2,5,2,5,4,4,1,3,5,3
462,Fc1cccc(F)c1,0.5088702926382587,1,4,2,3,5,1,1,3,4,2
463,ClCCC#N ,1.3183474496212493,1,5,4,3,4,1,2,2,3,4
464,CC(C)(C)Cc1ccccc1,-0.5088933842701802,4,2,5,2,1,2,3,1,2,1
465,O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,0.3564424303291808,3,5,4,1,4,4,4,4,1,1
466,Clc1ccccc1I,-0.22013252710080905,4,5,1,4,5,3,5,3,1,1
467,c2ccc1[nH]nnc1c2,1.0863920069770006,4,1,2,1,4,3,1,4,3,5
468,CNC(=O)Oc1cccc2CC(C)(C)Oc12,0.13016752913744434,1,5,5,2,3,2,1,3,2,1
469,Cc1cccc(C)c1O,0.8449689952452314,1,4,3,2,2,2,1,4,2,4
470,CC(C)C(C)O,1.3704190796026112,4,5,3,5,3,2,4,3,5,1
471,c1ccccc1C(O)c2ccccc2,0.24851214273144884,1,2,2,5,5,1,2,5,3,4
472,CCCCCCCCCC(=O)OC,-0.7645177496332298,1,4,4,4,4,5,2,4,1,4
473,COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,-0.5846339369703427,3,5,2,3,4,5,5,5,3,2
474,CC(C)CBr,0.30531755725657084,5,5,2,1,5,1,3,5,4,5
475,CCI,0.6982216743886658,2,1,4,2,1,1,2,1,1,3
476,CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,0.5325392153570595,5,2,2,5,3,4,5,4,5,4
477,CCCCCCBr,-0.3479447097823339,3,2,3,3,5,2,3,2,5,2
478,CCCC(C)C,-0.3148082179760127,1,4,2,1,3,2,5,2,3,3
479,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,-2.0099764630965344,2,2,2,4,4,5,1,3,1,1
480,CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,0.16330402094376553,5,5,3,4,3,1,4,2,1,2
481,ON=Cc1ccc(o1)N(=O)=O ,0.4189283863068152,4,5,1,3,1,5,5,4,5,4
482,CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-2.3328205689809773,5,3,3,2,5,2,1,4,5,4
483,Nc1nc[nH]n1,1.7027307545745758,5,2,5,3,1,4,3,4,1,3
484,BrC(Br)Br,0.5514743535321003,4,5,1,4,1,3,2,4,3,5
485,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,1.3514839414275706,2,4,2,1,2,5,4,5,4,5
486,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,-1.0215622503594073,2,5,4,4,3,1,2,3,1,3
487,OCc1ccccc1,1.2662758196398871,4,3,3,5,4,2,2,3,3,4
488,O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2 ,0.11123239096240363,2,5,3,3,1,3,2,4,3,1
489,Oc1ccc(Br)cc1,0.939644686120435,4,5,5,2,5,2,3,3,2,5
490,CC(C)Br,0.702955458932426,2,4,5,4,2,5,4,1,4,1
491,CC(C)CC(C)(C)C,-0.7881866723520307,5,4,3,1,2,3,1,1,3,3
492,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,0.08756346824360259,2,3,1,2,5,5,1,5,5,3
493,CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,-0.3413174114210695,3,4,1,2,4,2,4,3,2,4
494,CCC,0.5372729999008198,5,2,3,5,2,1,2,3,3,5
495,Nc1cc(nc(N)n1=O)N2CCCCC2 ,0.5140774556363947,2,1,3,4,1,4,2,4,4,4
496,Nc2cccc3nc1ccccc1cc23 ,-0.5420298760765011,3,5,3,1,3,5,1,2,1,5
497,c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,-2.563355876262098,5,2,2,1,5,1,4,1,1,5
498,OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-1.2265351211042237,1,3,2,2,1,3,4,1,3,3
499,C1Cc2cccc3cccc1c23,-0.7361150423706685,3,5,4,4,2,1,4,3,4,2
500,CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,-1.5455921993536592,3,5,2,1,3,4,4,1,4,1
501,Brc1ccc(Br)cc1,-0.4710231079200986,3,1,2,4,4,4,5,2,4,4
502,Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,0.12069996004992398,2,4,4,5,2,1,4,4,1,1
503,Oc1ccc(cc1)c2ccccc2,-0.19172981983824794,1,4,3,3,4,2,2,2,2,3
504,CC1=C(CCCO1)C(=O)Nc2ccccc2 ,0.24377835818768856,2,2,1,5,2,3,2,3,3,4
505,CCOC=C,1.0532555151706793,2,1,5,4,2,3,5,4,4,5
