,smiles,Lipop,rd_8,rd_32,rd_64,rd_128,rd_512,rd_1024,rd_2048,rd_4096,rd_8192,rd_16384
1061,Nc1ccnc(n1)c2cccnc2,-1.4402741073099266,4,5,4,4,4,3,3,1,1,2
1062,Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)N)CC3,0.43729613913919135,5,4,2,4,4,3,3,4,5,3
1063,Oc1c2C(=O)N(NC(=O)c2nc3cc(Cl)ccc13)C(C4CCCC4)c5ccccn5,-0.22733049677200096,1,3,2,5,3,2,1,4,1,3
1064,Cc1cccc(NS(=O)(=O)c2ccc(cc2)c3ccc(cc3)C#N)n1,0.20467681657027392,2,4,4,1,3,3,4,4,2,1
1065,C[C@@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,0.12990632003026495,4,1,4,1,3,1,1,5,3,5
1066,Cc1onc(C)c1CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(O)C=O,-1.058113791660991,5,5,4,4,4,2,2,5,1,2
1067,Cc1ccccc1C(=O)NCC23CC4CC(CC(C4)C2)C3,1.749933745063796,4,1,3,5,2,4,2,4,2,1
1068,CN1CCN(CC1)C(=O)c2ccc(cc2)C(=C3CCN(Cc4cscn4)CC3)c5cccc6cccnc56,-0.1608678331808817,2,3,5,1,5,4,4,3,5,3
1069,CC1(C)N=C(N)N=C(N)N1c2ccc(Oc3ccc(Cl)cc3)c(Cl)c2,-1.14949995409878,5,3,5,2,2,4,4,4,3,1
1070,COc1ccc(cc1)n2cnc3cc(NS(=O)(=O)c4ccccc4)ccc23,1.2680794340281816,1,2,5,4,5,4,1,3,3,2
1071,OC(=O)c1ccccc1CN2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,0.25452381426361337,5,2,2,3,1,3,5,2,1,5
1072,CNc1nc(C)c(s1)c2nc(Nc3cccc(c3)N4CCCN(CC4)C(=O)C)ncc2C#N,0.8526877865836865,1,1,4,3,2,3,1,4,5,2
1073,Fc1cc(cc(F)c1CN2CCOCC2)c3cccc4ncc(nc34)c5cnn(c5)C6CCNCC6,-0.26056182856756044,1,3,2,5,5,2,3,3,2,4
1074,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4cccnc4,-1.7975109241121925,3,3,1,2,2,2,5,4,3,2
1075,OC(=O)c1cc2cc(OCc3ccccc3)ccc2[nH]1,-1.4735054391054865,3,2,4,3,3,1,5,3,5,5
1076,OC(=O)c1ccccc1C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,-0.3685636569031292,4,4,5,3,3,5,3,5,2,4
1077,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4c[nH]c(C)n4,0.6616076287592187,3,1,4,3,4,3,4,1,1,1
1078,CCc1c(C)nc(SCC(=O)Nc2nc(cs2)c3ccc(OC)cc3)nc1O,1.3345420976193003,1,1,4,3,1,3,1,5,2,5
1079,CO[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4cc5OCCOc5cn4,-1.2824252812810184,4,4,3,2,1,1,3,2,1,3
1080,Nc1cc(c(cn1)c2cc(nc(n2)N3CCOCC3)N4CCOCC4)C(F)(F)F,0.43729613913919135,4,3,4,5,1,2,1,5,3,3
1081,OC(=O)CCc1ccc(OCc2cc(Cl)ccc2c3ccccc3)cc1,0.8693034524814662,4,2,4,5,2,5,3,5,5,2
1082,COc1ccc2CC3C4C=CC(O)C5Oc1c2C45CCN3C,-1.1411921211498899,1,3,5,4,5,5,3,2,1,1
1083,CNC(=O)c1cc(sc1NC(=O)N)c2ccccc2,0.8443799536347963,2,5,3,5,5,4,2,1,3,2
1084,C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC2C(=O)N(C)c3ccccc3c4ccccc24,1.1850011045392823,2,2,5,4,5,2,3,1,3,4
1085,C[C@H](NC(=O)c1cccc2CCN(Cc3ccc(Cl)cc3)c12)c4ccc(cc4)C(=O)O,-0.5845673135742667,5,3,1,1,4,5,1,1,4,1
1086,CC(=O)Nc1cccc(Nc2ncnc(n2)N3CCC(CC3)OCc4ccc(OC(F)(F)F)cc4)c1C,1.8496277404504748,3,4,3,2,5,5,1,3,5,1
1087,CC(O)(C(=O)Nc1ccc(cc1)S(=O)(=O)c2ccc(F)cc2)C(F)(F)F,0.7862251229925672,5,3,2,3,4,1,2,4,3,2
1088,C[C@@H]1CN(C[C@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(=O)O,-1.9304362512944304,3,3,2,2,2,4,4,5,3,2
1089,Cc1sc2c(C(=N[C@@H](CC(=O)OC(C)(C)C)c3nnc(C)n23)c4ccc(Cl)cc4)c1C,1.36777342941486,4,3,2,3,5,2,1,5,1,3
1090,CSc1ccc(OCc2ccccc2)c(c1)C(=O)Nc3ccc(cn3)C(=O)O,-0.4765654852386978,2,1,2,2,1,3,3,5,1,5
1091,Oc1ccc(cc1)c2nc3ccccc3s2,1.600392751983777,2,1,5,2,4,5,4,1,5,3
1092,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N4CCOCC4)c2Cl)n[nH]1,0.5619136333725399,3,2,1,2,2,5,2,1,5,3
1093,Clc1cccc(NNC(=O)c2cccnc2Cl)c1,-0.2522539956186705,3,1,2,4,4,5,2,2,3,5
1094,Cc1ccc(NC(=O)CCC2CCCCC2)cc1NC(=O)c3ccc(O)cc3,1.6253162508304468,4,4,4,5,4,1,2,2,5,1
1095,CCc1c(C(=O)C(=O)N)c2c(OCC(=O)N)cccc2n1Cc3ccccc3,-0.061173837794202775,1,3,5,2,2,4,2,2,5,2
1096,Nc1cccc2C(=O)C(=O)c3ccccc3c12,0.11329065413248512,4,2,3,2,1,1,5,4,3,3
1097,COc1ccc2cc(ccc2c1)C(C)C(=O)O,-1.6147385992366143,4,1,1,2,5,3,5,3,4,4
1098,CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3cccnc3)CC2)c4ccc(cc4)C(=O)N5CCC5,0.703146793503668,3,4,4,3,2,1,3,1,4,3
1099,C1NC(Cc2ccccc12)c3ccccc3,-0.22733049677200096,5,5,3,5,1,3,1,1,2,3
1100,CCN(CC)S(=O)(=O)c1ccc(cc1)c2cc(ccc2OCC(=O)O)C(F)(F)F,-1.249193949485459,1,2,2,2,5,3,2,5,3,4
1101,CN(C)CCOC(C)(c1ccccc1)c2ccccn2,-1.9719754160388805,5,1,1,3,5,5,1,4,2,2
1102,NCCc1ccc(O)c2nc(O)sc12,-1.5316602697477153,1,3,3,3,5,3,2,4,4,3
1103,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)c3cccnc13,-0.06948167074309287,2,4,1,5,5,5,4,3,5,2
1104,CN(C)CC(O)COc1ccc(Nc2nccc(n2)N(CC#C)c3cc(Cl)ccc3Cl)cc1,0.8526877865836865,4,2,2,5,1,5,5,4,4,1
1105,COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,0.04682799054136585,4,4,1,4,4,3,4,3,5,4
1106,OCC(=O)N1CCC[C@@H]1COc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23,1.2763872669770713,3,2,2,2,3,1,2,2,2,5
1107,CCN(CC)C(C)C(=O)c1ccccc1,-0.8254944690920738,4,5,1,5,1,3,4,3,4,3
1108,CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc3cccc(OC)c3,0.43729613913919135,4,3,5,1,5,4,4,4,5,4
1109,Oc1cc(nc2ccccc12)c3ccccc3,0.3043708119569528,3,3,1,4,1,2,1,5,5,5
1110,Cc1cc(O)ccc1N2C(=O)c3ccc(O)cc3C2=O,-0.14425216728310186,2,1,4,4,3,5,1,1,5,3
1111,FC(F)(F)c1cc(COCC(N2CCNCC2)c3cccc(Cl)c3)cc(c1)C(F)(F)F,1.6834710814726763,4,2,1,1,4,3,1,5,2,3
1112,COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(c4)N(C)C)ccc3Cl)c2cc1OC,1.7333180791660157,5,5,3,1,1,4,5,2,1,2
1113,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OCC45CC6CC(CC(C6)C4)C5)nc23,1.168385438641503,4,3,2,4,1,4,5,3,5,4
1114,CC(C)NC(=O)c1ccc(C)c(c1)N2C=Nc3ccc(cc3C2=O)N4CCN(C)CC4,-0.5097968170342575,4,5,2,5,5,1,2,2,5,1
1115,C[C@H](Nc1nc(Nc2ncc(C)s2)c(F)c(n1)N3CCOCC3)c4ncc(F)cn4,0.9108426172259156,3,1,2,1,5,4,3,1,1,5
1116,OC(=O)c1ccc(cc1)c2nnn(Cc3ccccc3F)n2,-1.556583768594385,2,3,2,5,2,4,3,4,5,5
1117,CC(C)NCC(O)COc1nccs1,-2.6116785531034026,2,3,4,3,4,1,3,4,3,2
1118,CNC(=O)c1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,-0.20240699792533126,4,4,1,2,1,5,1,1,2,1
1119,CC(C)NCC(O)COc1ccccc1CC=C,-0.9833432951209821,1,2,5,4,4,4,5,3,4,4
1120,CC(=O)Nc1ccc2c(c1)c(cn2CCO)c3cc(NC4CC4)n5ncc(C#N)c5n3,0.4456039720880811,4,1,4,4,5,1,4,1,4,3
1121,OC(=O)c1ccccc1O,-2.935684038110109,2,2,2,4,3,2,1,5,3,5
1122,Cn1cnc(c2ccccc2)c1c3cc4c(N)ncnc4s3,0.6366841299125489,5,2,2,5,4,5,5,3,3,1
1123,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,-1.4402741073099266,4,2,3,3,1,1,4,1,4,1
1124,CC(C)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,-1.049805958712101,3,5,3,4,1,1,5,2,5,2
1125,COc1ccc(Cl)c(Nc2ncnc3cc(OC)cc(OC4CCN(C)CC4)c23)c1,1.1850011045392823,3,1,3,4,3,3,1,5,4,3
1126,CCOC(=O)c1ccc(OCCC2CCN(CC2)c3ccc(C)nn3)nc1,1.317926431721521,2,2,2,2,5,3,2,3,2,1
1127,Cc1ccc2nc(CCNCCCO)ccc2c1NC(=O)CC34CC5CC(CC(C5)C3)C4,-0.8254944690920738,4,2,5,5,2,1,2,4,4,4
1128,OCC(CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(NC4CC4)sc13,0.7779172900436769,1,4,3,5,3,4,1,1,4,4
1129,CCN(C1CCN(CCC(c2ccccc2)c3ccc(cc3)C#N)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,0.4871431368325305,2,4,2,2,1,1,1,2,5,1
1130,C[C@@H](COCCCS(=O)(=O)CCNCCc1ccc(O)c2nc(O)sc12)c3ccccc3,0.12159848708137486,4,4,4,4,5,1,3,1,3,4
1131,CN(C)CC(O)COc1ccc(Nc2ncc(C)c(Nc3ccccc3)n2)cc1,-0.14425216728310186,3,1,5,5,1,5,2,2,5,5
1132,CCCSc1nc(ccc1C(=O)NC2CCCCC2)N3CCCC(C3)C(=O)O,-0.3768714898520191,2,5,3,4,4,5,5,3,2,4
1133,C[C@@H]1CCCN1CCc2oc3ccc(cc3c2)c4ccc(cc4)C#N,1.110230607999273,1,1,3,2,4,5,3,2,5,1
1134,COc1cc2ncc(C(=O)N)c(Nc3cccc(Cl)c3)c2cc1OC,1.1019227750503833,2,3,1,4,2,3,2,1,4,5
1135,Brc1ccc(cc1)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,0.8609956195325762,3,5,5,2,3,3,5,5,1,5
1136,Oc1ccccc1CCC(=O)Nc2ccccc2,0.4456039720880811,3,1,2,5,5,5,2,3,5,2
1137,C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5CC4=C3C)[C@@H]2C,0.3791413084969618,5,2,3,5,5,5,2,5,4,3
1138,NC(=O)N1c2ccccc2C[C@H](O)c3ccccc13,-1.14949995409878,5,5,3,4,5,5,1,2,5,1
1139,Nc1nnc(s1)c2ccccc2,-0.3104088262608999,5,4,2,4,1,2,4,1,5,1
1140,Fc1ccc(C2CCN(CC2)C(=S)COCc3ccncc3)c(Cl)c1,1.7083945803193463,3,5,1,4,1,4,1,2,5,3
1141,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,-2.412290562330045,5,1,3,4,3,5,5,5,3,2
1142,C[C@H]1CCCN1CCc2oc3ccc(cc3c2)c4ccc(cc4)C#N,0.8942269513281358,2,4,5,2,1,5,5,4,5,3
1143,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,0.2960629790080627,1,5,1,2,3,5,1,4,5,4
1144,CC(N1NC(=O)C2=C(C1=O)C(=O)c3ccc(Cl)cc3N2)c4ccsc4,-1.058113791660991,3,1,3,5,2,1,4,1,4,1
1145,CCN1CCN(CC1)C(=O)c2cc3cc(F)ccc3[nH]2,0.08836715528581521,5,1,2,5,4,2,2,2,4,5
1146,CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc3nc(N)sc13,1.6834710814726763,2,2,2,3,2,1,1,1,2,4
1147,CN1CCC[C@@H]1CCO[C@](C)(c2ccccc2)c3ccc(Cl)cc3,1.0853071091526034,5,2,5,4,3,5,3,5,1,5
1148,O=C(N[C@H]1CN2CCC1CC2)c3ccc(s3)c4ccccc4,-0.22733049677200096,4,5,5,5,4,2,3,4,2,3
1149,CC(NCC(O)c1ccc(cc1)[N+](=O)[O-])C23CC4CC(CC(C4)C2)C3,1.1268462738970528,2,5,2,1,4,3,5,5,1,5
1150,CC1=CN(C2CCCN(Cc3cccc(Oc4ccc(C)cc4)c3)C2)C(=O)NC1=O,1.0022287796637044,2,2,5,5,2,5,2,5,4,1
1151,CCCN(CCNCCc1ccc(O)c2NC(=O)Sc12)C(=O)CCOCCc3ccccc3,0.04682799054136585,4,3,1,5,5,2,4,1,5,3
1152,O=C1N=C(NCc2ccccc2)SN1Cc3ccccc3,0.694838960554778,2,2,2,2,3,3,5,3,4,1
1153,COc1cc(OC)c(cc1NC(=O)Cc2ccnc(F)c2)S(=O)(=O)N3c4ccccc4Oc5ccccc35,0.9939209467148148,2,5,3,1,1,4,1,5,5,3
1154,OC(=O)c1ccc2c(c1)nc(Nc3cccc(Cl)c3)c4ccncc24,-0.7341083066542848,4,4,4,3,2,5,3,3,5,4
1155,NC(=N)Nc1nc(CSCCC(=N)NS(=O)(=O)N)cs1,-2.3042887339944764,1,3,4,2,2,1,5,3,1,4
1156,CN(CCO)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3ccc(F)cc3)CC2)c4cccc(NC(=O)C5CC5)c4,1.0022287796637044,5,1,4,3,5,1,3,5,3,4
1157,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cccc(c3)C(F)(F)F)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,-0.22733049677200096,4,3,1,4,3,2,2,3,1,3
1158,CN1CCCC(COc2nccc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)n2)C1,-0.22733049677200096,4,4,5,4,5,3,2,5,2,3
1159,O[C@H](CNC(=O)C1=CNC(=O)c2c(F)cccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,0.8111486218392367,5,4,3,4,2,3,1,2,1,1
1160,CN(C)CCCN(C)S(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,-0.011326840100863331,3,2,2,1,2,4,1,1,2,4
1161,OC1=CC(=O)C2=C(O1)c3ccccc3N(Cc4ccccc4)C2=O,-0.1691756661297716,3,4,3,1,1,1,2,2,2,1
1162,CC(O)(C(=O)Nc1ccc(cc1)S(=O)(=O)c2ccc(O)cc2)C(F)(F)F,0.5037588027303103,4,3,3,3,1,2,4,1,2,2
1163,CCCSc1ncccc1C(=O)N(C)[C@H]2[C@@H]3CC4C[C@H]2C[C@@](O)(C4)C3,0.25452381426361337,5,2,3,1,4,5,5,5,5,4
1164,Cn1cncc1c2c3C(=O)N(CC#CCO)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56,0.3126786449058426,1,4,1,5,2,2,2,3,2,5
1165,Fc1cccc(F)c1CS(=O)(=O)N2CCN(CC2)c3ncccc3C(F)(F)F,1.4342360930059794,3,1,1,1,5,5,2,3,4,1
1166,CS(=O)(=O)c1ccc(cc1)c2cc(C(=O)N[C@H]3CCCNC3)c(NC(=O)N)s2,-1.2408861165365688,4,2,2,4,1,5,5,2,3,5
1167,Cc1onc(C(=O)N)c1C(=O)Nc2nccs2,-0.4516419863920283,4,4,5,3,5,3,4,3,1,2
1168,CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2,-0.21071483087422116,2,3,4,4,1,4,2,4,2,5
1169,CCn1cnc(c2ccccc2)c1c3nc4c(N)ncnc4s3,0.6616076287592187,1,1,1,3,5,3,5,3,4,3
1170,CCCc1c(O)c(ccc1OCCCCSCC(=O)O)C(=O)C,-0.7258004737053949,4,1,1,5,3,3,5,2,4,4
1171,CN(c1ncccc1CNc2nc(Nc3ccc4NC(=O)Cc4c3)ncc2C(F)(F)F)S(=O)(=O)C,0.3791413084969618,5,5,2,5,4,2,1,2,4,1
1172,CCc1nc2cc(O)ccc2c(Oc3ccc(\C=C\C(=O)O)cc3)c1c4ccccc4,0.6865311276058883,4,5,4,4,1,3,4,1,3,1
1173,Cc1ccc(s1)C(NC(=O)c2ccccc2O)C(=O)Nc3c(C)cccc3C,1.558853587239328,1,2,5,3,1,3,2,5,5,1
1174,COCCOc1nc(N)c2NC(=O)N(Cc3cccc(CC(=O)OC)c3)c2n1,-0.26056182856756044,1,5,2,1,2,2,4,3,1,3
1175,C[S+]([O-])c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,0.9689974478681448,4,1,1,2,1,2,2,3,2,4
1176,CCC(CC)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2,-0.2439461626697808,3,4,3,3,3,5,5,5,1,4
1177,CN1CCN(CC(=O)Nc2ccc(C3=CC=CN4C(=O)C=C(N=C34)N5CCOCC5)c6sc7ccccc7c26)CC1,0.3542178096502923,1,4,2,4,1,3,5,1,5,1
1178,NC1=NC2(CCN(CC2)C(=O)c3ccc(nc3)C#N)Nc4c(F)ccc(F)c14,-1.14949995409878,1,5,1,1,1,1,1,4,4,4
1179,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3Cc4cccnc4C3)c(F)c2,0.5868371322192094,1,5,3,3,1,4,2,4,5,2
1180,CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2ccccc12)c3ccccc3)c4cccnc4,0.021904491694696302,4,1,2,5,4,3,4,5,4,3
1181,OCC(=O)N1CCC(CC1)c2[nH]nc(c3ccc(Cl)cc3F)c2c4ccncn4,-0.3187166592097897,3,2,4,3,5,4,2,1,3,1
1182,CC(C)Oc1cc(n[nH]1)n2cnc3ccc(N[C@@H](CO)c4ccc(F)cn4)nc23,0.5120666356792004,2,5,1,4,4,5,5,1,3,3
1183,NC(=O)c1cnc2[nH]c(nc2c1NCCCNC(=O)C3CCC3)c4ccc(OCCN5CCCCC5)cc4,0.25452381426361337,4,1,1,3,3,3,1,1,4,2
1184,CNC(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c2ccc(Cl)cc2,0.6865311276058883,5,5,3,4,3,3,3,4,2,1
1185,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(C(=O)NCCN(C)C)c(F)c3)n2,-0.1774834990786615,5,1,2,3,3,2,2,4,5,2
1186,CC1(CCC(=O)N1Cc2cccs2)C(=O)NC3CCCCC3,-0.019634673049753425,1,1,1,1,1,5,2,5,5,4
1187,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)N,0.9357661160725852,3,5,2,3,2,4,4,1,3,5
1188,NC(=O)c1cccc(c1)[S+]([O-])[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4,-0.8919571326831929,2,2,1,1,1,4,5,5,3,1
1189,CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(cc3)C(F)(F)F)cc2)nc(N(C)C)c1CC(=O)O,-0.5928751465231565,4,3,5,1,3,1,1,1,1,4
1190,CCC(CC)NC(=O)c1nnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3,-1.4236584414121467,5,5,2,1,2,5,2,1,4,3
1191,Nc1nc(SCc2ccccc2)nc3c1ncn3[C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O,-0.7756474713987344,1,5,1,5,3,5,3,5,4,5
1192,CN1C(=O)N(C)c2[nH]c(nc2C1=O)c3cccnc3,-1.2242704506387891,3,4,4,3,2,4,2,1,1,1
1193,CO[C@@H]1CN(Cc2ccc(cc2)C(F)(F)F)CC[C@@H]1N(C)C(=O)Cc3ccc(cc3)n4cnnn4,0.7696094570947873,1,4,2,1,4,2,5,3,2,2
1194,COc1ccc2cc(ccc2c1)[C@H](C)C(=O)O,-1.6978169287255136,5,3,5,3,3,4,4,3,2,4
1195,CN(C)C1=C(C)N(C)N(C1=O)c2ccccc2,-1.1578077870476695,3,1,2,5,5,4,3,2,2,3
1196,CCC(CC)CNC(=O)c1ccc2c(c1)c(Cc3ccc(cc3OC)C(=O)NS(=O)(=O)c4ccccc4C)cn2C,0.43729613913919135,4,3,3,2,5,2,5,4,4,1
1197,NC(=O)c1cncc(c1)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)O)CC3,-1.6230464321855045,1,4,3,3,1,1,5,5,1,4
1198,CC(C(=O)O)c1ccc(c(F)c1)c2ccccc2,-1.0996529564054405,4,4,2,4,5,4,5,2,1,2
1199,COc1cc(ccc1Nc2ncc(c(n2)c3cnc4ccccn34)C(F)(F)F)N5CCN(CC5)C(=O)C,1.2680794340281816,2,5,1,3,5,3,4,3,1,4
1200,NC1(CCC1)c2ccc(cc2)c3ncc4nccn4c3c5ccccc5,-0.7258004737053949,2,5,1,2,1,5,5,4,3,5
1201,COC[C@H](C)Oc1cc(Oc2cc(F)cc(F)c2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,-0.6759534760120555,1,1,2,2,3,4,4,5,3,1
1202,CCC(C)(C)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,-0.6676456430631655,5,1,3,1,4,3,4,4,3,5
1203,Fc1cccc(c1)C(COCc2cc(cc(c2)C(F)(F)F)C(F)(F)F)N3CCNCC3,0.8526877865836865,4,1,2,2,5,2,4,5,5,2
1204,COc1cc(F)ccc1c2cncc(CNC(=O)c3ccccn3)c2,0.8526877865836865,3,2,4,1,5,2,5,3,5,2
1205,CSCc1cc(nc(n1)c2ccccc2)N3CCOCC3,0.9025347842770256,2,1,5,2,4,4,2,4,4,5
1206,CN(C)CCCNc1cc(nc2c(cnn12)C#N)n3ccc4ccc(NC(=O)C)cc34,-0.4599498193409181,5,1,5,1,2,2,3,2,1,1
1207,CC(=O)Nc1ccc2ccn(c3cc(NCCN4CCCC4)n5ncc(C#N)c5n3)c2c1,0.05513582349025594,3,2,4,2,2,5,4,3,4,2
1208,Clc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1.1766932715903924,1,5,2,4,5,5,5,1,4,3
1209,Oc1ccc(cc1)C2=COc3cc(O)ccc3C2=O,0.2379081483658336,3,2,1,2,2,5,4,5,5,3
1210,Nc1ccc2[nH]c(Cc3ccc(Oc4ccccc4)cc3)nc2c1,1.3511577635170802,4,3,4,5,3,4,3,1,4,4
1211,CN1C(=O)C(=Cc2cnc(NC(CCO)CCO)nc12)Oc3ccc(F)cc3F,-0.5596438147275969,4,5,1,1,1,5,4,4,5,5
1212,CCc1ccc(NC(=O)c2ccc3cc(ccc3c2)C(=N)N)cc1,-0.8919571326831929,5,4,5,3,2,3,4,2,5,5
1213,CC#Cc1ccnc(c1)c2cc(ccc2O)C3(N=C(C)C(=N3)N)C4CC4,1.1850011045392823,1,2,1,3,1,2,1,2,1,5
1214,Fc1ccc(cc1)C(NC(=O)CC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2)C5=CNC(=O)C(=C5)Cl,0.7862251229925672,3,2,3,5,5,1,1,2,1,1
1215,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC=O)C(=O)C(F)(F)F,-0.27717749446534024,3,2,1,1,1,4,2,4,2,1
1216,COc1cc(ccc1Nc2ncc(C)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C,0.6034527981169892,3,5,4,1,5,2,4,3,5,2
1217,Nc1cccc2C(=O)N(Cc3cccc(Cl)c3)C(=O)c12,0.8360721206859066,3,3,3,4,3,1,5,2,1,4
1218,NC(=O)Nc1cc(sc1C(=O)N[C@H]2CCCNC2)c3ccccc3,-0.9418041303765324,4,1,2,2,5,5,4,3,2,1
1219,Nc1nc(Cl)nc(NCc2ccccc2)n1,0.07175148938803537,2,4,5,5,2,5,3,4,3,4
1220,COc1cccc(COCC(O)CN2CCC(CC2)C(=O)N)c1,-2.2212104045055767,4,3,5,5,3,5,3,4,5,1
1221,Oc1ccc(CCNCCCCCCOCCc2ccccc2)c3sc(O)nc13,0.03021232464358603,4,2,5,5,4,3,4,1,1,2
1222,COC[C@H](C)Oc1cc(Oc2ccccc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,-1.0165746269165417,4,5,5,5,3,5,4,2,5,4
1223,Clc1ccc2ncc(c3cccc(NC4CNC4)n3)n2c1,-0.8171866361431842,5,2,1,4,4,3,4,5,4,3
1224,NC(=N)Nc1ccc(cc1)C(=O)Oc2ccccc2,-1.98028324898777,2,4,3,2,1,3,3,3,3,5
1225,NC1(CCC1)c2ccc(cc2)C3=NN4C=CC(=O)N=C4C=C3c5ccccc5,-1.639662098083284,1,1,5,2,2,4,5,5,4,2
1226,CCOc1ccc(NC(=O)C)cc1,-0.5596438147275969,2,3,5,5,4,2,4,5,1,3
1227,O=C(CC12CC3CC(CC(C3)C1)C2)Nc4ccc5[nH]ncc5c4,1.5422379213415482,4,4,1,5,2,3,2,4,1,1
1228,OC(=O)Cc1csc(n1)c2ccc(Cl)cc2,-1.98859108193666,4,5,3,2,3,3,1,1,1,2
1229,Cc1oc(cc1)c2ccc(cc2F)S(=O)(=O)N3CCC[C@H]3C(=O)N4CC[C@@H](N)C4,-0.8088788031942941,1,1,3,3,3,5,3,2,2,4
1230,Cc1onc(c1)[C@H](O)[C@](C)(OCc2ccc(cc2)c3ccccc3)C(=O)NO,0.5868371322192094,5,5,1,5,3,4,1,1,1,1
1231,COc1cccc(Oc2cncnc2O)c1,-1.3156566130765779,4,4,1,4,1,5,2,2,4,3
1232,CC(C)Oc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c4ccc(F)cn4)n[nH]1,0.6616076287592187,4,4,5,5,2,1,4,2,5,2
1233,OC(=O)c1cccc(c1)c2ccc3c(C(=O)NCC45CC6CC(CC(C6)C4)C5)c(Cl)ccc3n2,0.5536058004236497,5,1,4,5,1,3,2,5,2,5
