,rd_2,rd_32,rd_128,rd_512,rd_1024
1149,5,5,2,4,4
1150,2,3,4,3,4
1151,5,2,5,4,2
1152,1,1,4,3,3
1153,2,4,5,3,3
1154,1,4,2,5,5
1155,3,2,2,2,2
1156,3,1,2,4,2
1157,5,1,5,5,1
1158,1,1,2,4,1
1159,5,3,2,2,3
1160,4,5,4,1,4
1161,2,1,2,1,5
1162,5,2,2,1,2
1163,1,2,1,5,5
1164,4,4,4,3,1
1165,1,3,5,4,5
1166,2,5,1,2,4
1167,1,5,4,5,3
1168,4,1,4,3,5
1169,4,1,2,4,2
1170,1,2,5,2,1
1171,1,5,5,4,4
1172,5,5,1,1,3
1173,3,1,5,1,1
1174,2,5,5,4,1
1175,4,2,5,1,2
1176,3,1,4,3,4
1177,3,2,3,3,3
1178,4,4,1,2,1
1179,1,5,2,2,1
1180,2,1,4,1,2
1181,3,3,1,5,2
1182,2,5,1,2,5
1183,4,1,3,3,1
1184,2,5,2,1,3
1185,4,4,4,4,4
1186,4,2,5,1,4
1187,1,4,5,1,5
1188,3,3,2,1,2
1189,3,3,3,5,3
1190,4,5,2,1,4
1191,3,5,4,3,5
1192,5,5,1,3,3
1193,3,3,3,3,3
1194,2,2,2,1,3
1195,2,4,5,5,5
1196,2,3,2,4,1
1197,4,5,4,3,3
1198,4,3,3,4,1
1199,3,5,1,4,2
1200,4,4,1,3,5
1201,4,3,5,5,1
1202,3,5,2,3,3
1203,3,5,5,4,2
1204,3,2,3,4,3
1205,3,1,2,2,3
1206,2,2,5,3,3
1207,1,5,1,2,4
1208,5,5,3,4,4
1209,3,5,2,2,4
1210,3,2,4,1,1
1211,3,5,4,4,5
1212,1,1,5,5,5
1213,4,2,3,3,2
1214,4,2,4,4,1
1215,1,5,5,2,1
1216,2,4,2,4,2
1217,2,1,3,2,3
1218,2,1,1,4,4
1219,5,1,4,1,5
1220,3,2,5,3,5
1221,1,1,5,3,3
1222,3,5,5,1,4
1223,2,1,5,4,3
1224,1,3,1,1,3
1225,5,3,5,5,2
1226,4,1,4,5,4
1227,4,5,4,1,1
1228,3,5,2,4,1
1229,1,2,1,4,5
1230,3,5,4,5,3
1231,5,2,3,3,4
1232,5,3,5,5,5
1233,1,1,5,2,2
1234,5,3,5,3,2
1235,5,1,5,2,5
1236,2,1,2,3,1
1237,1,5,5,4,3
1238,4,2,3,3,3
1239,4,2,3,2,2
1240,4,4,2,1,4
1241,4,3,3,3,3
1242,4,1,4,2,4
1243,5,1,3,4,2
1244,4,3,1,3,1
1245,4,1,3,5,4
1246,4,2,3,5,5
1247,3,2,1,1,5
1248,4,2,3,5,1
1249,4,3,2,2,5
1250,1,2,2,3,3
1251,1,5,1,1,4
1252,4,4,5,2,2
1253,1,1,2,3,2
1254,2,1,3,3,2
1255,1,4,3,1,2
1256,1,5,5,2,4
1257,4,4,2,2,3
1258,4,5,2,3,3
1259,1,5,5,5,3
1260,4,2,4,2,5
1261,5,2,2,5,3
1262,5,2,4,1,5
1263,3,2,1,1,4
1264,2,4,4,3,3
1265,2,1,3,5,4
1266,2,1,5,2,2
1267,2,1,2,4,3
1268,1,2,5,5,5
1269,5,1,2,4,5
1270,4,3,2,1,3
1271,4,5,1,5,2
1272,1,2,1,5,4
1273,4,1,4,1,4
1274,1,2,4,2,5
1275,3,5,3,3,2
1276,5,1,4,1,1
1277,2,3,1,3,5
1278,5,1,5,5,5
1279,3,3,4,2,3
1280,4,2,2,4,1
1281,3,3,2,5,4
1282,2,3,4,4,1
1283,5,5,2,5,5
1284,2,3,5,5,1
1285,4,5,1,2,1
1286,4,4,1,2,2
1287,5,4,3,5,3
1288,5,5,1,5,1
1289,3,4,5,5,3
1290,2,5,2,1,1
1291,4,1,3,2,3
1292,4,3,1,3,5
1293,3,1,3,5,1
1294,5,2,4,2,2
1295,5,1,1,3,5
1296,1,3,2,3,2
1297,3,5,2,3,4
1298,2,3,2,4,2
1299,4,1,5,4,4
1300,1,4,2,4,3
1301,4,3,1,5,2
1302,5,5,1,4,2
1303,1,1,1,1,1
1304,1,2,3,5,2
1305,3,3,3,2,2
1306,2,3,2,2,5
1307,5,1,5,5,3
1308,1,1,4,3,1
1309,1,5,5,2,4
1310,1,4,3,2,3
1311,5,5,3,5,1
1312,1,1,4,1,3
1313,1,3,1,1,4
1314,5,2,1,1,2
1315,2,2,3,3,4
1316,4,1,5,2,3
1317,2,1,4,1,4
1318,4,5,5,1,4
1319,2,1,2,5,5
1320,3,2,1,1,3
1321,4,2,1,2,2
1322,3,4,3,4,4
1323,4,1,5,3,3
1324,2,1,3,5,3
1325,5,2,2,4,5
1326,5,4,2,4,4
1327,5,5,2,2,1
1328,3,5,4,5,2
1329,1,5,1,5,3
1330,1,1,4,1,4
1331,4,3,4,2,4
1332,3,4,2,5,4
1333,1,5,4,2,2
1334,2,5,4,5,2
1335,1,3,1,5,2
1336,3,3,3,5,5
1337,5,3,5,1,3
1338,4,1,1,2,3
1339,2,2,1,1,1
1340,5,2,3,5,2
1341,3,4,3,2,2
1342,2,5,3,1,5
1343,5,5,2,2,2
1344,1,5,3,4,2
1345,3,1,5,5,2
1346,4,3,2,5,4
1347,5,3,2,2,5
1348,1,4,5,1,3
1349,5,4,2,1,4
1350,5,5,4,5,3
1351,1,5,5,4,2
1352,1,4,3,2,4
1353,3,4,3,3,1
1354,4,4,4,1,4
1355,2,4,5,3,2
1356,5,4,4,5,1
1357,3,2,1,3,4
1358,4,1,2,5,1
1359,2,3,1,5,5
1360,5,5,3,3,5
1361,4,1,4,2,4
1362,3,2,3,5,3
1363,5,4,5,2,4
1364,1,5,5,4,2
1365,5,1,1,2,4
1366,1,2,1,5,4
1367,2,4,5,3,3
1368,3,1,2,5,2
1369,3,3,3,5,4
1370,2,2,2,3,2
1371,3,5,4,1,4
1372,5,2,1,3,5
1373,5,5,5,4,3
1374,4,2,4,4,3
1375,5,4,3,5,5
1376,4,2,1,2,1
1377,1,1,2,3,3
1378,4,4,1,2,5
1379,2,5,1,4,3
1380,2,4,4,2,2
1381,3,2,2,1,1
1382,5,5,5,4,4
1383,3,3,4,4,1
1384,4,2,2,1,1
1385,5,3,3,3,2
1386,3,5,4,3,3
1387,4,5,1,1,4
1388,1,4,2,5,3
1389,2,3,1,3,4
1390,2,5,3,2,5
1391,5,2,2,2,4
1392,5,5,1,5,2
1393,4,2,2,5,1
1394,1,2,3,1,3
1395,3,2,3,2,5
1396,3,1,1,4,1
1397,3,2,3,3,3
1398,2,1,1,5,2
1399,2,1,2,4,1
1400,1,3,3,5,4
1401,4,4,5,3,4
1402,4,2,4,2,3
1403,3,5,2,3,1
1404,5,2,2,4,3
1405,3,4,1,1,1
1406,2,2,3,1,4
1407,4,2,1,4,5
1408,3,5,3,1,1
1409,5,5,5,3,3
1410,2,1,2,5,2
1411,3,5,3,4,5
1412,1,3,4,4,3
1413,1,4,4,2,5
1414,4,3,5,1,5
1415,1,1,4,3,4
1416,3,3,4,4,1
1417,3,2,4,5,2
1418,4,1,2,1,1
1419,1,5,1,5,3
1420,1,4,2,1,3
1421,2,1,2,5,3
1422,1,5,4,2,5
1423,3,4,3,3,4
1424,3,1,1,1,4
1425,5,1,4,2,4
1426,1,1,5,5,4
1427,5,5,1,1,5
1428,5,1,5,5,5
1429,5,4,5,3,1
1430,1,4,1,1,4
1431,1,2,5,1,5
1432,5,4,5,5,4
1433,3,5,2,5,1
1434,1,2,3,5,2
1435,4,1,3,3,4
1436,2,4,4,5,4
1437,3,4,4,2,3
1438,1,4,3,4,3
1439,5,1,5,5,4
1440,1,4,1,2,3
1441,4,4,2,1,1
1442,2,5,2,3,2
1443,3,2,3,1,5
1444,1,4,3,5,3
1445,5,1,3,1,4
1446,5,3,4,3,4
1447,2,5,3,2,3
1448,4,3,5,1,2
1449,4,4,4,4,3
1450,2,1,2,4,5
1451,2,3,5,4,3
1452,2,1,2,1,1
1453,1,2,1,2,5
1454,3,5,4,4,5
1455,3,3,2,2,2
1456,1,2,4,1,5
1457,5,5,2,4,3
1458,4,5,5,5,4
1459,1,3,4,2,5
1460,2,3,2,3,3
1461,1,1,1,3,1
1462,1,2,5,2,5
1463,3,3,4,1,3
1464,1,1,2,5,4
1465,4,4,2,1,1
1466,2,5,3,5,4
1467,3,4,1,2,4
1468,2,5,5,1,3
1469,2,2,4,5,2
1470,5,4,4,5,1
1471,4,2,1,5,4
1472,5,3,4,5,2
1473,4,2,5,1,4
1474,2,5,3,2,5
1475,2,2,5,5,1
1476,1,4,3,4,4
1477,3,3,3,3,1
1478,5,4,3,5,4
1479,3,2,5,3,4
1480,2,5,2,1,5
1481,3,3,5,4,5
1482,4,2,1,2,1
1483,1,2,1,3,4
1484,3,3,1,5,2
1485,3,2,4,5,1
1486,4,5,4,1,4
1487,2,5,3,5,3
1488,1,1,2,1,5
1489,4,4,1,4,5
1490,5,4,5,4,2
1491,1,4,2,5,4
1492,1,1,3,1,4
1493,5,4,4,4,4
1494,4,2,2,5,2
1495,1,2,5,1,4
1496,4,3,3,5,4
1497,2,1,3,5,5
1498,5,4,5,2,4
1499,4,3,4,2,2
1500,3,1,1,5,4
1501,5,5,3,2,3
1502,1,3,1,5,4
1503,4,1,5,5,5
1504,2,1,4,3,3
1505,2,2,4,4,3
1506,5,2,3,4,2
1507,5,1,4,3,4
1508,2,5,5,5,2
1509,1,4,5,4,5
1510,4,5,5,2,1
1511,5,4,4,5,3
1512,3,2,3,5,5
1513,1,2,4,2,2
1514,4,5,4,2,1
1515,2,4,4,1,4
1516,4,3,2,2,5
1517,5,5,3,5,2
1518,4,3,2,1,4
1519,4,3,5,2,4
1520,1,4,2,2,4
1521,1,3,1,2,2
1522,5,1,1,3,2
1523,3,5,4,4,2
1524,5,2,1,3,2
1525,4,3,5,4,4
1526,1,5,1,4,3
1527,4,3,1,1,5
1528,3,1,2,2,3
1529,2,5,2,2,3
1530,4,5,1,2,5
1531,5,2,1,2,1
1532,1,4,2,1,1
1533,3,3,3,1,2
1534,2,2,1,4,4
1535,2,4,5,2,3
1536,1,5,2,2,2
1537,4,2,5,4,3
1538,4,1,3,2,4
1539,3,1,5,2,3
1540,5,5,1,4,1
1541,2,4,3,4,4
1542,3,3,2,2,1
1543,1,5,2,1,3
1544,3,3,5,3,3
1545,2,2,4,2,3
1546,2,2,1,1,3
1547,5,5,3,5,2
1548,4,3,1,1,1
1549,2,1,2,1,5
1550,1,3,5,5,4
1551,3,3,3,1,5
1552,3,4,1,1,5
1553,4,2,1,1,4
1554,1,3,2,5,1
1555,2,3,3,3,5
1556,4,1,1,3,2
1557,2,5,3,2,2
1558,5,2,5,5,1
1559,2,4,5,2,5
1560,1,1,1,3,3
1561,4,2,2,3,4
1562,5,3,3,3,3
1563,3,4,5,3,4
1564,2,1,4,1,2
1565,4,3,1,2,1
1566,2,5,2,4,5
1567,3,1,4,3,3
1568,2,1,1,3,4
1569,5,2,5,2,2
1570,1,3,5,4,4
1571,5,1,4,2,5
1572,4,5,4,2,2
1573,1,3,1,1,2
1574,5,1,5,4,1
1575,3,3,1,1,2
1576,1,2,5,4,5
1577,4,4,3,4,4
1578,1,5,5,5,4
1579,5,5,4,4,3
1580,4,3,2,3,1
1581,4,3,5,5,5
1582,2,3,1,1,1
1583,3,2,3,2,1
1584,5,5,4,4,4
1585,5,5,5,5,2
1586,1,5,5,1,2
1587,2,4,4,2,4
1588,5,3,5,4,2
1589,3,2,5,4,3
1590,3,2,5,3,1
1591,1,5,3,5,3
1592,4,2,5,4,3
1593,3,5,4,4,2
1594,5,1,3,5,2
1595,3,2,5,4,4
1596,3,1,1,2,1
1597,4,5,3,4,4
1598,5,2,1,1,5
1599,3,3,5,2,1
1600,2,1,2,4,2
1601,4,3,5,2,3
1602,3,3,5,5,1
1603,3,4,1,2,4
1604,2,2,5,5,1
1605,4,3,1,1,5
1606,2,3,1,3,5
1607,5,3,5,1,4
1608,5,1,2,2,1
1609,5,1,5,2,1
1610,5,3,3,2,3
1611,4,3,3,5,1
1612,5,2,1,4,2
1613,3,5,5,2,4
1614,5,5,1,5,5
1615,3,1,1,3,4
1616,5,3,1,4,1
1617,4,5,1,2,3
1618,1,5,5,5,5
1619,4,3,1,2,5
1620,1,2,1,1,4
1621,2,2,1,3,3
1622,4,1,2,1,2
1623,2,4,3,4,1
1624,2,1,5,1,3
1625,1,3,4,1,2
1626,5,4,5,5,2
1627,5,2,3,2,1
1628,4,5,4,4,2
1629,4,1,1,5,5
1630,3,2,4,5,5
1631,4,2,1,3,5
1632,3,1,4,5,5
1633,1,5,4,2,1
1634,5,1,5,2,4
1635,5,5,3,2,5
1636,4,2,4,3,1
1637,2,2,4,2,5
1638,2,1,1,3,4
1639,1,2,4,5,1
1640,1,5,3,5,1
1641,1,1,5,5,2
1642,2,5,3,3,1
1643,5,2,1,5,3
1644,1,2,3,5,3
1645,3,2,3,2,4
1646,1,5,3,4,2
1647,5,1,2,1,1
1648,1,3,5,4,5
1649,5,1,1,2,1
1650,3,4,1,5,4
1651,5,4,3,2,4
1652,5,2,4,3,1
1653,2,4,4,3,3
1654,3,3,4,3,4
1655,1,3,4,3,2
1656,3,4,2,4,4
1657,4,3,3,5,3
1658,2,5,3,1,1
1659,2,4,2,3,3
1660,3,2,2,4,3
1661,4,5,1,2,3
1662,3,5,1,3,1
1663,4,1,5,3,1
1664,1,3,3,3,1
1665,1,4,1,4,2
1666,4,5,3,5,4
1667,1,1,4,4,5
1668,3,5,4,2,1
1669,2,5,5,1,2
1670,2,2,1,1,3
1671,3,4,5,2,3
1672,2,5,3,3,5
1673,5,2,4,4,3
1674,4,1,5,3,5
1675,5,5,3,2,3
1676,1,4,1,4,5
1677,3,5,4,4,3
1678,5,5,1,2,1
1679,5,3,5,3,5
1680,2,4,4,5,5
1681,5,1,1,5,4
1682,2,1,2,4,5
1683,3,5,2,3,2
1684,2,1,4,2,5
1685,4,4,3,1,1
1686,1,3,5,3,1
1687,2,3,1,2,2
1688,4,3,4,5,1
1689,3,1,5,3,1
1690,1,3,1,3,4
1691,3,3,1,4,2
1692,5,1,4,4,4
1693,1,4,3,4,5
1694,3,4,2,2,1
1695,4,2,4,4,5
1696,2,2,4,4,2
1697,2,1,2,2,5
1698,1,1,1,1,5
1699,2,3,4,5,3
1700,5,4,5,1,4
1701,2,4,2,2,2
1702,4,2,1,2,1
1703,3,2,4,2,2
1704,5,4,4,4,5
1705,1,2,2,2,1
1706,3,1,2,5,5
1707,3,1,3,1,2
1708,2,2,2,2,3
1709,1,4,5,5,1
1710,2,4,2,1,3
1711,2,3,5,5,4
1712,4,5,5,4,1
1713,2,2,1,3,1
1714,1,5,5,4,5
1715,2,3,4,5,3
1716,3,1,1,4,2
1717,4,1,1,1,4
1718,4,4,1,4,3
1719,2,5,3,5,1
1720,2,2,2,4,3
1721,5,3,2,2,4
1722,3,1,3,1,3
1723,3,5,2,1,2
1724,4,2,1,1,2
1725,1,2,5,1,2
1726,3,5,3,1,3
1727,3,2,1,3,2
1728,1,3,3,4,2
1729,1,1,1,4,3
1730,3,4,5,3,4
1731,3,3,1,5,4
1732,5,2,5,1,1
1733,5,3,2,1,4
1734,4,3,5,1,1
1735,3,1,3,2,4
1736,1,2,2,4,1
1737,4,2,5,4,5
1738,3,5,2,4,1
1739,5,2,2,2,2
1740,1,2,4,4,5
1741,2,4,1,3,1
1742,2,3,1,2,5
1743,1,3,2,4,2
1744,5,5,3,1,2
1745,2,1,3,4,2
1746,5,4,3,4,4
1747,4,5,3,3,5
1748,2,4,3,4,5
1749,1,4,2,4,1
1750,4,2,3,4,2
1751,3,1,4,4,2
1752,4,3,4,3,1
1753,2,5,1,2,1
1754,2,2,1,5,1
1755,3,2,2,4,3
1756,4,5,1,2,2
1757,3,5,4,5,1
1758,2,5,1,3,5
1759,2,4,3,2,2
1760,5,2,1,2,1
1761,2,1,3,3,2
1762,1,5,2,3,1
1763,3,1,4,3,5
1764,2,3,3,3,2
1765,5,3,4,1,2
1766,2,4,1,3,2
1767,2,1,1,1,2
1768,3,4,2,3,2
1769,5,2,5,4,2
1770,3,3,1,3,1
1771,3,5,2,3,4
1772,2,2,4,2,1
1773,2,4,3,5,4
1774,5,4,4,2,5
1775,4,5,1,4,4
1776,2,2,2,5,2
1777,4,5,5,5,1
1778,1,4,1,4,5
1779,2,5,5,4,2
1780,1,3,4,1,3
1781,2,2,4,1,1
1782,2,5,3,4,5
1783,2,2,1,5,2
1784,1,2,4,2,3
1785,5,1,2,2,5
1786,2,3,4,4,5
1787,1,2,3,1,4
1788,5,2,3,5,1
1789,3,2,2,2,4
1790,5,1,4,1,1
1791,3,5,2,1,5
1792,3,2,5,4,3
1793,4,2,3,2,5
1794,1,3,3,2,4
1795,3,5,1,1,2
1796,1,4,4,1,3
1797,2,2,4,1,4
1798,1,3,2,4,3
1799,5,4,5,2,5
1800,3,4,4,5,5
1801,3,5,1,5,4
1802,3,1,4,5,1
1803,1,5,1,3,4
1804,2,4,5,2,4
1805,2,5,2,5,2
1806,4,4,3,3,2
1807,1,5,5,5,3
1808,5,1,1,3,5
1809,1,5,4,4,4
1810,4,3,3,3,4
1811,1,2,5,2,3
1812,4,4,5,2,3
1813,1,4,4,4,4
1814,3,4,3,4,1
1815,2,1,5,5,3
1816,1,3,5,4,3
1817,3,5,4,4,4
1818,5,2,5,3,1
1819,3,2,3,2,5
1820,5,4,2,3,3
1821,1,2,2,4,2
1822,3,3,4,2,5
1823,4,2,1,4,3
1824,2,1,2,4,4
1825,4,4,3,2,1
1826,3,2,5,3,1
1827,1,2,1,4,4
1828,4,4,3,2,3
1829,1,5,3,2,5
1830,1,2,5,1,3
1831,5,2,2,1,3
1832,1,1,1,1,4
1833,4,4,5,3,4
1834,4,5,1,4,1
1835,1,4,2,1,2
1836,3,1,2,1,3
1837,1,2,2,4,3
1838,1,1,5,1,5
1839,2,3,4,3,4
1840,2,1,2,2,2
1841,3,2,4,4,5
1842,1,2,1,3,3
1843,1,3,2,1,1
1844,5,2,3,3,2
1845,2,5,3,4,2
1846,4,2,2,2,2
1847,5,1,4,5,2
1848,1,4,2,3,1
1849,3,5,4,5,4
1850,3,4,5,1,5
1851,4,3,2,1,4
1852,2,1,1,4,2
1853,3,3,4,3,5
1854,3,1,3,4,4
1855,5,3,2,4,1
1856,2,4,3,1,4
1857,5,2,2,1,5
1858,3,1,1,2,3
1859,2,2,1,3,5
1860,1,5,4,5,2
1861,3,4,2,4,5
1862,4,5,5,3,4
1863,2,1,3,2,1
1864,2,4,5,3,3
1865,3,1,4,3,1
1866,1,5,3,2,4
1867,2,1,4,1,3
1868,3,4,4,3,1
1869,5,3,2,4,3
1870,4,3,2,1,5
1871,3,5,2,4,4
1872,1,4,2,2,1
1873,5,5,1,2,2
1874,1,5,3,2,4
1875,2,1,4,4,1
1876,4,5,2,1,1
1877,3,1,1,2,2
1878,5,1,1,3,4
1879,2,3,4,2,2
1880,5,3,1,1,2
1881,1,2,5,1,1
1882,5,4,2,3,5
1883,1,4,3,3,5
1884,4,4,3,3,4
1885,2,1,2,5,4
1886,5,5,1,4,5
1887,2,5,2,5,4
1888,2,4,4,1,5
1889,1,3,3,2,1
1890,4,5,2,5,1
1891,3,1,3,3,2
1892,3,3,5,3,1
1893,1,3,2,2,5
1894,3,1,5,4,1
1895,5,1,5,3,1
1896,1,2,3,5,2
1897,5,1,3,5,1
1898,1,5,1,3,2
1899,4,4,3,4,1
1900,5,3,1,5,2
1901,2,2,1,3,1
1902,3,2,2,5,1
1903,3,5,5,3,2
1904,2,2,1,4,2
1905,3,3,3,3,1
1906,2,4,3,4,2
1907,3,2,2,4,1
1908,3,2,3,2,2
1909,5,3,2,2,3
1910,5,4,1,5,2
1911,4,4,3,1,5
1912,2,3,5,2,3
1913,3,2,4,2,3
1914,2,3,1,4,2
1915,2,3,3,4,5
1916,3,4,2,3,5
1917,1,2,4,5,2
1918,1,3,5,2,3
1919,4,4,2,4,3
1920,3,2,4,2,4
1921,1,2,1,3,3
1922,2,3,2,3,3
1923,4,5,3,3,1
1924,5,2,4,4,1
1925,1,5,3,1,5
1926,4,5,1,1,1
1927,4,4,2,3,4
1928,1,4,4,3,5
1929,3,3,2,1,5
1930,5,5,3,3,3
1931,2,2,1,1,3
1932,3,5,3,3,5
1933,1,2,5,5,1
1934,5,4,3,4,1
1935,2,3,4,4,5
1936,1,4,4,4,3
1937,2,1,2,2,2
1938,3,5,2,1,3
1939,3,4,5,4,1
1940,5,1,5,5,2
1941,1,2,5,5,5
1942,5,4,2,2,2
1943,3,4,1,5,3
1944,2,2,5,3,4
1945,2,4,3,4,1
1946,2,1,2,1,5
1947,2,4,3,4,1
1948,3,4,4,3,1
1949,1,1,3,2,3
1950,4,5,3,2,5
1951,2,1,3,2,2
1952,1,4,1,4,1
1953,1,3,5,1,5
1954,1,2,3,5,5
1955,5,5,1,2,5
1956,1,2,5,3,4
1957,5,4,5,4,1
1958,3,1,3,5,5
1959,1,3,2,5,5
1960,3,3,5,5,1
1961,1,1,2,5,4
1962,2,2,2,3,2
1963,1,5,3,5,1
1964,5,3,1,3,2
1965,4,3,5,1,3
1966,3,4,5,3,4
1967,2,1,2,1,3
1968,4,4,2,4,5
1969,5,4,3,4,4
1970,3,5,1,3,4
1971,2,5,2,1,1
1972,5,1,4,1,1
1973,2,4,3,2,3
1974,4,1,5,4,1
1975,1,2,4,4,4
1976,5,1,4,1,2
1977,5,3,4,3,3
1978,4,4,5,2,3
1979,1,4,1,1,5
1980,2,1,4,5,3
1981,5,5,3,4,4
1982,2,5,2,4,5
1983,5,1,3,1,4
1984,1,5,5,5,4
1985,2,1,1,1,4
1986,3,4,2,2,3
1987,4,2,5,3,4
1988,5,2,4,4,2
1989,3,5,3,4,4
1990,3,2,3,2,2
1991,2,5,4,3,3
1992,5,4,5,2,3
1993,2,4,4,2,5
1994,2,3,4,5,3
1995,2,4,3,1,1
1996,2,3,4,2,3
1997,5,4,4,3,5
1998,2,1,1,5,3
1999,2,3,5,4,1
2000,1,3,2,3,2
2001,4,1,5,1,4
2002,3,1,2,2,4
2003,4,3,5,4,5
2004,2,5,4,1,1
2005,5,4,3,4,2
2006,3,1,4,1,1
2007,2,4,1,1,2
2008,4,3,4,1,4
2009,5,4,1,3,3
2010,1,1,1,2,2
2011,3,1,3,3,1
2012,1,5,4,1,1
2013,2,5,2,1,1
2014,2,1,5,3,4
2015,2,4,2,3,2
2016,2,3,5,3,5
2017,1,3,1,5,4
2018,4,3,2,5,3
2019,1,4,1,5,1
2020,5,3,4,2,2
2021,2,5,5,2,5
2022,2,3,2,1,3
2023,1,1,2,2,4
2024,5,4,1,1,1
2025,2,3,5,5,2
2026,5,5,5,3,5
2027,4,4,5,5,1
2028,3,2,2,5,3
2029,3,1,3,4,3
2030,2,1,1,3,5
2031,5,1,2,5,5
2032,4,2,2,5,3
2033,5,4,2,5,2
2034,2,5,3,1,3
2035,3,2,2,1,1
2036,2,4,3,4,5
2037,1,4,5,4,5
2038,4,1,5,2,5
