,rd_2,rd_32,rd_128,rd_512,rd_1024
5362,2,4,1,1,2
5363,1,2,1,5,4
5364,1,3,3,3,5
5365,5,2,3,4,5
5366,5,1,5,2,3
5367,5,2,3,3,3
5368,2,3,4,3,4
5369,3,2,5,5,3
5370,2,1,4,4,4
5371,5,3,3,1,3
5372,3,4,3,2,2
5373,2,5,2,5,1
5374,2,2,5,5,3
5375,5,2,2,3,1
5376,1,5,3,4,3
5377,3,4,5,4,3
5378,1,1,4,5,1
5379,4,4,4,5,5
5380,1,3,3,4,2
5381,3,1,1,2,5
5382,3,1,1,4,1
5383,5,4,1,1,5
5384,5,4,5,3,5
5385,4,3,5,5,1
5386,1,2,1,2,2
5387,1,5,2,2,1
5388,1,4,1,5,4
5389,5,2,3,3,3
5390,3,1,2,1,4
5391,2,2,1,2,4
5392,4,5,5,4,1
5393,4,2,1,5,3
5394,1,3,3,4,4
5395,2,1,3,1,2
5396,1,2,2,2,5
5397,4,4,1,2,3
5398,4,3,4,4,1
5399,2,2,2,3,4
5400,2,3,4,3,2
5401,2,2,4,4,5
5402,2,5,1,2,5
5403,1,3,3,4,3
5404,3,4,2,3,1
5405,4,5,5,4,5
5406,5,5,3,1,2
5407,3,3,4,1,1
5408,3,5,2,4,1
5409,5,3,3,5,3
5410,5,4,4,1,5
5411,3,4,3,3,5
5412,3,1,2,3,2
5413,2,3,5,1,4
5414,2,3,2,5,3
5415,5,3,1,2,5
5416,5,1,3,1,1
5417,4,2,3,1,5
5418,1,2,2,1,1
5419,1,2,3,5,2
5420,1,2,2,5,2
5421,5,4,2,1,4
5422,5,4,3,2,1
5423,1,4,5,3,3
5424,3,4,1,4,2
5425,3,4,5,4,3
5426,4,5,3,2,1
5427,3,4,2,3,5
5428,1,5,4,1,3
5429,5,3,5,2,2
5430,1,5,1,3,3
5431,1,5,2,4,4
5432,4,2,3,5,5
5433,2,5,4,3,3
5434,1,4,2,5,5
5435,3,4,3,5,5
5436,5,2,2,1,5
5437,1,5,3,2,1
5438,4,4,4,3,4
5439,1,2,1,1,3
5440,1,2,3,2,2
5441,4,4,3,2,5
5442,4,1,2,4,4
5443,4,1,4,5,2
5444,2,4,1,1,2
5445,4,1,1,1,1
5446,1,2,2,5,3
5447,4,3,3,1,3
5448,1,3,5,5,1
5449,2,5,1,5,1
5450,5,4,4,1,2
5451,2,1,1,3,3
5452,4,3,4,2,1
5453,5,5,4,3,4
5454,5,1,5,5,5
5455,3,2,2,5,4
5456,3,5,1,2,2
5457,1,1,2,4,5
5458,5,1,5,3,5
5459,2,2,2,3,3
5460,1,2,3,1,5
5461,5,4,5,2,4
5462,3,4,2,4,5
5463,3,5,1,4,1
5464,2,2,2,1,4
5465,2,2,2,2,5
5466,3,5,5,4,5
5467,5,3,1,2,5
5468,5,4,2,1,1
5469,2,3,3,1,3
5470,5,5,1,3,2
5471,1,3,4,5,2
5472,1,2,2,2,5
5473,3,1,2,3,5
5474,3,5,3,4,1
5475,4,2,2,3,2
5476,2,1,3,5,4
5477,2,3,3,5,4
5478,1,2,4,3,4
5479,4,5,2,5,4
5480,5,2,5,3,5
5481,2,5,1,4,5
5482,3,1,1,3,2
5483,1,5,4,3,5
5484,4,5,4,5,2
5485,1,5,1,1,2
5486,4,1,2,2,3
5487,1,4,5,5,3
5488,4,1,5,5,3
5489,3,4,2,5,2
5490,4,5,4,5,5
5491,1,2,5,4,5
5492,2,4,4,1,5
5493,1,5,4,4,2
5494,2,4,2,1,4
5495,3,4,3,4,4
5496,2,5,3,5,1
5497,1,5,4,3,4
5498,4,5,5,2,3
5499,1,5,4,5,4
5500,4,5,5,1,5
5501,4,2,1,3,1
5502,5,2,1,4,2
5503,4,1,1,5,3
5504,3,5,4,1,3
5505,4,4,3,5,4
5506,2,1,5,3,1
5507,2,1,2,2,1
5508,2,2,3,3,2
5509,1,1,1,3,4
5510,5,5,1,3,4
5511,4,4,3,2,5
5512,3,3,2,3,2
5513,3,1,1,5,3
5514,1,1,1,4,2
5515,2,5,5,5,2
5516,4,5,4,4,3
5517,5,3,1,5,3
5518,4,1,3,1,3
5519,5,2,2,2,1
5520,3,1,4,4,2
5521,5,2,4,4,2
5522,4,4,1,4,5
5523,3,4,3,2,3
5524,3,5,4,1,5
5525,1,3,5,1,1
5526,5,1,5,2,5
5527,4,4,3,1,2
5528,5,1,4,1,1
5529,4,5,1,3,1
5530,1,5,2,2,4
5531,2,3,2,3,5
5532,3,3,5,3,1
5533,2,4,1,1,3
5534,4,2,5,4,3
5535,5,1,2,1,3
5536,3,5,3,2,4
5537,3,4,1,4,1
5538,5,5,4,4,2
5539,1,5,5,3,3
5540,4,5,3,1,2
5541,4,1,4,3,2
5542,2,4,2,5,5
5543,5,3,1,5,4
5544,5,5,2,4,5
5545,1,4,3,5,4
5546,5,4,1,4,3
5547,2,3,1,3,4
5548,4,2,1,4,1
5549,5,3,5,4,1
5550,3,1,3,4,1
5551,1,3,1,4,1
5552,1,1,3,2,2
5553,1,5,5,1,2
5554,2,1,3,2,3
5555,4,4,2,2,5
5556,3,3,2,2,5
5557,3,2,1,4,4
5558,2,1,3,2,3
5559,1,5,5,4,4
5560,4,2,5,2,3
5561,2,5,2,3,1
5562,3,4,5,3,3
5563,2,1,5,4,3
5564,1,5,3,4,4
5565,4,1,2,2,4
5566,1,1,1,2,2
5567,1,1,5,1,2
5568,3,4,5,5,5
5569,4,2,1,3,5
5570,2,5,5,2,5
5571,1,1,4,4,1
5572,4,1,5,2,3
5573,2,1,3,4,5
5574,3,3,4,2,5
5575,2,4,2,3,1
5576,1,1,4,3,4
5577,3,3,4,2,1
5578,2,1,2,2,3
5579,5,3,1,2,4
5580,2,4,5,3,1
5581,1,4,1,3,3
5582,2,5,3,2,3
5583,2,1,2,4,1
5584,3,2,3,1,5
5585,2,2,3,4,1
5586,5,2,3,1,3
5587,2,1,1,2,2
5588,3,2,2,4,3
5589,2,2,2,4,3
5590,2,2,4,1,4
5591,1,4,2,2,3
5592,4,2,1,3,5
5593,1,4,1,5,4
5594,5,1,4,1,3
5595,2,5,5,4,2
5596,2,5,4,3,4
5597,2,3,5,5,4
5598,5,2,3,2,2
5599,3,2,3,3,5
5600,3,2,1,5,2
5601,2,2,3,1,2
5602,1,3,4,3,3
5603,5,2,2,1,2
5604,2,3,3,4,4
5605,4,4,2,4,2
5606,1,4,2,1,3
5607,1,1,2,4,5
5608,2,3,3,2,2
5609,4,3,5,4,1
5610,4,1,4,3,4
5611,5,1,3,4,4
5612,2,3,4,1,2
5613,3,3,3,4,3
5614,2,4,5,1,1
5615,1,2,4,4,5
5616,1,3,2,4,2
5617,4,1,3,1,4
5618,2,4,4,1,3
5619,2,1,3,3,1
5620,1,3,2,3,1
5621,4,1,4,1,5
5622,4,1,1,3,4
5623,4,4,1,2,4
5624,2,5,2,5,5
5625,4,5,2,5,2
5626,2,2,4,5,4
5627,3,2,1,4,1
5628,1,5,5,4,5
5629,1,1,5,1,5
5630,5,1,4,2,2
5631,4,3,2,2,3
5632,2,3,5,3,3
5633,2,4,1,4,2
5634,3,3,3,5,3
5635,1,5,2,1,1
5636,5,2,2,1,5
5637,3,5,1,1,3
5638,1,5,5,5,2
5639,3,3,4,2,2
5640,1,2,5,3,1
5641,2,1,1,2,4
5642,2,2,5,2,4
5643,1,2,1,1,5
5644,3,2,2,5,2
5645,3,3,3,4,2
5646,2,3,4,3,4
5647,4,4,5,5,1
5648,4,4,1,3,2
5649,3,2,1,2,1
5650,4,3,2,3,2
5651,1,1,1,3,5
5652,5,5,2,3,1
5653,1,5,1,2,3
5654,4,4,3,5,1
5655,4,2,3,5,4
5656,1,1,2,1,3
5657,5,3,4,4,3
5658,2,5,2,4,2
5659,1,4,5,3,3
5660,1,2,5,1,3
5661,2,1,4,2,1
5662,3,4,1,2,2
5663,3,3,5,3,1
5664,3,3,3,1,2
5665,3,3,5,5,1
5666,5,4,2,5,1
5667,3,2,3,1,1
5668,5,4,3,4,3
5669,4,1,1,1,3
5670,5,1,3,4,2
5671,3,5,1,4,5
5672,2,1,2,2,3
5673,4,1,5,4,3
5674,4,1,2,5,4
5675,1,1,3,1,3
5676,4,5,1,2,4
5677,3,1,1,1,1
5678,4,4,2,2,1
5679,3,4,4,2,4
5680,2,4,1,5,2
5681,1,4,2,2,4
5682,5,1,5,2,4
5683,2,2,5,5,5
5684,2,2,1,1,2
5685,2,3,3,2,3
5686,4,4,4,5,1
5687,2,2,5,1,2
5688,2,1,5,2,2
5689,3,5,1,2,5
5690,1,4,1,5,4
5691,5,3,1,2,5
5692,1,1,4,1,1
5693,3,1,3,5,4
5694,1,1,3,3,1
5695,1,1,3,1,4
5696,4,3,5,1,2
5697,2,3,5,3,2
5698,4,1,4,2,2
5699,5,5,2,4,4
5700,3,2,4,3,5
5701,3,3,3,5,5
5702,4,3,1,1,2
5703,2,2,2,3,3
5704,3,4,1,5,5
5705,2,4,4,4,3
5706,3,2,5,4,5
5707,2,5,5,3,4
5708,4,3,2,1,1
5709,1,3,5,5,4
5710,1,1,2,1,4
5711,1,5,1,5,4
5712,3,4,1,2,3
5713,5,1,5,4,4
5714,3,4,2,3,3
5715,4,5,3,4,4
5716,4,5,4,5,5
5717,4,2,3,3,2
5718,4,2,2,1,4
5719,3,4,5,5,1
5720,2,3,4,2,2
5721,3,1,2,2,3
5722,3,1,3,4,1
5723,1,4,1,3,2
5724,3,3,2,3,5
5725,1,2,3,2,4
5726,3,4,3,1,3
5727,3,1,3,2,1
5728,1,3,3,4,4
5729,2,1,4,3,1
5730,5,1,2,1,3
5731,3,3,2,1,3
5732,4,1,1,3,4
5733,3,5,5,3,1
5734,5,5,2,5,4
5735,2,5,4,3,2
5736,2,2,4,3,2
5737,5,2,5,5,5
5738,3,3,3,3,3
5739,4,1,5,1,3
5740,2,4,5,1,4
5741,3,1,1,4,2
5742,3,5,1,2,5
5743,3,2,4,3,2
5744,5,3,4,5,5
5745,2,3,5,1,4
5746,2,2,5,5,3
5747,5,4,3,4,1
5748,3,1,2,2,5
5749,4,3,4,3,1
5750,3,3,1,1,3
5751,5,2,4,2,4
5752,5,2,2,2,1
5753,1,4,3,2,1
5754,4,5,4,2,3
5755,5,5,3,1,4
5756,4,3,5,4,2
5757,5,5,5,3,2
5758,2,3,5,2,4
5759,5,3,1,3,5
5760,3,4,4,3,4
5761,2,1,5,5,5
5762,3,4,1,1,2
5763,2,1,5,1,1
5764,5,5,4,4,5
5765,4,1,1,1,3
5766,2,4,5,4,1
5767,2,2,1,3,1
5768,4,3,5,2,1
5769,3,3,3,5,2
5770,2,4,2,3,2
5771,5,4,5,3,1
5772,1,2,1,4,5
5773,3,3,2,5,3
5774,4,2,4,1,5
5775,2,5,4,1,5
5776,1,3,5,5,4
5777,1,3,3,5,1
5778,1,4,4,5,1
5779,5,4,4,3,4
5780,4,2,5,1,1
5781,2,5,4,4,5
5782,1,3,5,4,5
5783,2,4,4,1,3
5784,3,4,3,1,2
5785,5,3,1,3,4
5786,1,4,5,4,4
5787,3,3,2,3,4
5788,5,3,5,3,5
5789,3,1,3,2,4
5790,1,3,5,4,4
5791,3,3,2,2,5
5792,2,3,2,3,2
5793,3,5,5,2,1
5794,5,2,2,1,2
5795,5,4,4,1,2
5796,5,5,3,2,1
5797,1,3,3,3,3
5798,5,3,3,2,1
5799,1,4,4,3,5
5800,3,2,4,5,4
5801,2,2,4,5,1
5802,2,5,2,3,1
5803,3,1,4,1,5
5804,4,3,4,4,2
5805,1,3,1,1,3
5806,1,2,3,4,5
5807,2,4,1,4,5
5808,4,2,1,5,2
5809,3,3,2,1,1
5810,3,2,2,4,2
5811,2,1,1,1,3
5812,1,1,3,3,3
5813,5,3,1,1,5
5814,4,5,3,5,3
5815,3,1,1,1,2
5816,1,5,2,5,1
5817,4,5,5,5,2
5818,3,5,5,1,3
5819,3,5,1,3,3
5820,5,1,1,1,1
5821,5,5,5,5,3
5822,2,3,3,3,4
5823,5,1,1,3,1
5824,1,4,4,5,2
5825,3,3,2,1,1
5826,5,2,5,2,2
5827,5,2,2,3,4
5828,3,3,2,4,2
5829,1,2,5,3,5
5830,5,5,1,4,3
5831,4,4,5,5,3
5832,3,2,2,2,4
5833,4,5,5,3,2
5834,3,1,2,1,5
5835,1,4,4,4,1
5836,4,2,5,4,3
5837,3,1,2,3,4
5838,5,3,3,5,5
5839,5,2,3,2,5
5840,1,5,2,2,1
5841,4,3,2,2,4
5842,5,4,1,4,2
5843,3,4,1,2,5
5844,2,4,2,4,5
5845,3,5,5,2,5
5846,1,1,5,5,4
5847,4,4,3,4,3
5848,4,4,3,4,3
5849,4,4,2,3,2
5850,2,3,5,4,4
5851,5,2,2,3,2
5852,4,5,1,1,1
5853,5,1,4,5,2
5854,5,5,4,1,1
5855,2,3,4,1,3
5856,3,3,4,5,1
5857,1,2,2,1,3
5858,3,3,5,1,1
5859,1,4,5,4,1
5860,2,4,2,4,5
5861,1,4,2,3,2
5862,5,1,5,4,1
5863,4,4,1,4,3
5864,3,2,5,3,5
5865,2,4,5,4,3
5866,3,2,2,2,1
5867,4,1,3,4,4
5868,2,1,2,2,5
5869,2,1,3,2,5
5870,2,2,4,4,4
5871,4,4,4,2,4
5872,2,5,3,3,1
5873,3,5,3,4,5
5874,4,2,5,5,2
5875,5,3,2,1,5
5876,2,5,4,2,4
5877,3,2,4,2,2
5878,3,5,3,1,3
5879,2,5,4,4,1
5880,2,2,2,4,1
5881,4,4,3,5,3
5882,1,4,2,1,2
5883,1,5,2,2,1
5884,5,5,2,5,1
5885,5,5,2,3,2
5886,3,4,2,3,4
5887,3,3,3,1,2
5888,2,2,2,5,4
5889,1,3,4,1,2
5890,3,1,4,1,2
5891,1,3,2,3,4
5892,4,4,5,2,1
5893,3,3,5,1,2
5894,5,3,5,4,5
5895,5,1,5,3,3
5896,3,5,5,1,4
5897,3,1,3,4,1
5898,5,5,2,2,2
5899,2,2,5,4,5
5900,4,2,4,5,5
5901,4,5,3,4,5
5902,4,1,1,3,1
5903,5,5,1,3,2
5904,3,2,4,4,3
5905,5,4,4,1,3
5906,1,3,2,3,2
5907,4,5,5,5,1
5908,5,5,5,5,2
5909,1,3,5,1,1
5910,3,1,5,3,1
5911,5,2,2,1,1
5912,3,3,4,4,1
5913,1,1,1,2,3
5914,1,3,3,2,1
5915,1,3,3,2,5
5916,2,3,1,1,1
5917,1,2,3,5,3
5918,1,3,4,5,2
5919,1,1,5,4,3
5920,1,1,2,2,2
5921,2,1,3,5,4
5922,2,4,4,1,3
5923,2,2,4,2,2
5924,1,4,1,1,5
5925,1,2,3,5,4
5926,1,1,1,2,2
5927,5,4,5,5,3
5928,1,5,4,4,1
5929,5,3,5,3,5
5930,3,3,1,4,4
5931,2,4,1,5,1
5932,2,2,2,1,4
5933,5,3,5,1,2
5934,1,1,3,1,5
5935,2,1,2,2,3
5936,2,4,2,3,4
5937,5,2,2,1,5
5938,3,2,1,4,1
5939,5,3,4,2,2
5940,5,1,2,3,3
5941,1,1,5,1,4
5942,3,3,1,4,4
5943,2,2,1,4,2
5944,3,2,2,1,3
5945,4,1,4,3,2
5946,4,1,2,1,4
5947,4,4,1,3,4
5948,3,3,2,1,3
5949,4,4,3,3,1
5950,1,1,5,2,3
5951,4,4,5,3,3
5952,4,1,1,4,1
5953,5,2,4,4,5
5954,5,4,2,4,4
5955,5,5,2,5,4
5956,3,4,5,5,1
5957,5,2,2,5,2
5958,3,1,1,1,1
5959,5,2,5,5,5
5960,5,1,1,1,4
5961,3,4,4,1,5
5962,5,1,2,3,5
5963,2,4,4,5,4
5964,4,4,3,2,3
5965,1,3,5,1,3
5966,2,3,4,1,3
5967,2,1,4,2,5
5968,2,2,3,3,3
5969,2,5,2,3,3
5970,5,5,4,3,4
5971,5,2,4,3,3
5972,1,4,2,5,5
5973,2,3,1,3,4
5974,3,2,2,1,1
5975,5,3,4,5,2
5976,4,1,5,3,1
5977,2,5,1,2,5
5978,1,3,4,3,1
5979,1,3,4,5,5
5980,1,2,1,5,3
5981,3,3,2,3,5
5982,3,3,3,3,4
5983,2,4,1,4,5
5984,3,4,3,1,5
5985,1,5,4,3,1
5986,5,5,4,3,1
5987,4,5,1,1,4
5988,3,1,2,1,5
5989,5,4,5,2,1
5990,1,5,1,1,2
5991,1,2,5,3,4
5992,1,1,4,5,3
5993,2,3,3,1,1
5994,2,1,5,3,3
5995,5,5,4,4,4
5996,4,4,5,1,4
5997,5,5,3,3,1
5998,3,2,4,3,2
5999,3,4,2,2,1
6000,5,3,2,1,4
6001,1,5,2,5,1
6002,4,2,3,5,4
6003,5,1,2,1,3
6004,4,1,1,1,1
6005,4,5,1,4,1
6006,3,5,2,5,4
6007,3,1,2,3,5
6008,4,4,2,5,3
6009,4,4,4,4,1
6010,3,4,1,3,3
6011,2,1,5,2,1
6012,5,2,1,5,4
6013,3,1,2,4,4
6014,4,4,5,1,3
6015,5,3,3,5,1
6016,3,5,4,4,2
6017,1,5,2,3,4
6018,4,4,5,3,2
6019,3,3,4,5,5
6020,3,5,2,5,1
6021,4,2,5,4,3
6022,3,3,1,5,2
6023,2,1,2,1,4
6024,4,1,3,1,5
6025,2,1,2,3,3
6026,2,5,3,1,3
6027,2,4,1,3,1
6028,1,2,4,3,3
6029,3,4,3,3,3
6030,2,3,1,3,1
6031,2,1,3,2,1
6032,5,5,4,3,4
6033,1,4,4,5,1
6034,4,3,3,1,2
6035,1,2,2,2,1
6036,3,5,3,5,5
6037,5,3,3,3,4
6038,5,5,2,2,3
6039,4,5,4,2,5
6040,1,3,5,4,3
6041,1,4,3,1,4
6042,1,3,4,2,2
6043,4,5,1,1,2
6044,5,3,2,3,4
6045,5,5,3,4,3
6046,3,1,1,1,4
6047,5,5,4,5,2
6048,3,1,4,5,3
6049,2,4,2,4,3
6050,5,2,1,5,4
6051,5,2,3,2,2
6052,1,2,3,1,5
6053,2,5,3,3,3
6054,5,2,1,2,5
6055,3,4,4,1,5
6056,4,5,2,4,1
6057,4,3,4,2,5
6058,3,5,1,2,3
6059,3,5,3,2,4
6060,1,4,1,2,2
6061,5,3,2,2,2
6062,2,5,1,5,5
6063,1,3,3,5,2
6064,2,2,1,3,2
6065,1,5,1,1,5
6066,5,4,3,2,1
6067,1,1,5,1,5
6068,1,4,4,1,4
6069,3,2,5,2,4
6070,4,1,3,1,4
6071,2,2,1,3,5
6072,1,5,1,4,1
6073,1,3,5,1,3
6074,2,3,2,3,5
6075,3,4,2,1,5
6076,3,1,3,5,4
6077,2,3,5,2,5
6078,2,2,5,5,3
6079,5,5,2,1,1
6080,5,3,3,3,5
6081,4,2,5,2,5
6082,2,5,3,5,5
6083,4,5,2,1,4
6084,3,5,5,2,2
6085,5,1,3,4,1
6086,3,5,4,1,2
6087,2,4,1,2,2
6088,2,1,4,2,5
6089,3,5,3,2,4
6090,4,1,4,2,1
6091,5,1,5,3,4
6092,3,5,5,4,3
6093,4,2,5,4,4
6094,3,1,2,2,4
6095,5,5,3,2,4
6096,4,3,3,3,4
6097,2,2,1,5,2
6098,3,1,3,5,1
6099,5,4,4,1,2
6100,3,5,1,1,3
6101,4,3,4,5,3
6102,5,4,3,2,5
6103,2,2,2,4,4
6104,5,4,4,2,1
6105,5,2,4,4,1
6106,1,3,2,3,5
6107,5,4,2,5,5
6108,5,2,5,3,2
6109,1,5,4,4,5
6110,1,2,2,3,2
6111,2,5,3,1,3
6112,2,2,2,3,3
6113,2,4,3,4,3
6114,5,1,2,4,2
6115,3,4,3,3,2
6116,2,3,5,5,3
6117,5,5,1,1,4
6118,5,5,3,3,2
6119,1,3,4,2,5
6120,4,1,1,2,2
6121,2,3,4,2,1
6122,2,1,3,4,2
6123,3,5,2,3,3
6124,5,1,3,5,3
6125,1,5,4,3,2
6126,2,5,4,5,4
6127,5,1,2,5,5
6128,1,3,5,5,5
6129,2,5,5,1,2
6130,3,1,5,2,2
6131,4,2,2,2,2
6132,1,1,5,3,2
6133,1,3,2,4,2
6134,2,4,1,3,5
6135,2,2,2,5,1
6136,5,1,1,1,3
6137,3,5,5,2,3
6138,2,4,3,2,4
6139,1,3,5,1,1
6140,1,2,2,3,4
6141,3,2,1,4,5
6142,2,2,4,3,1
6143,5,2,4,1,3
6144,5,1,5,2,1
6145,2,5,2,4,2
6146,3,1,5,1,1
6147,1,2,3,5,1
6148,3,3,4,1,4
6149,5,3,5,4,1
6150,5,2,4,3,4
6151,1,3,3,2,5
6152,5,5,4,4,4
6153,4,1,5,1,1
6154,4,3,1,4,2
6155,4,5,1,4,1
6156,1,3,4,4,5
6157,4,5,5,2,1
6158,3,2,5,4,3
6159,1,4,3,5,2
6160,3,2,2,5,5
6161,5,5,1,1,3
6162,1,1,2,4,3
6163,4,3,1,5,4
6164,4,1,1,5,1
6165,4,3,5,1,2
6166,2,5,1,1,4
6167,5,1,5,2,3
6168,3,4,1,3,5
6169,5,2,1,3,1
6170,4,5,2,1,2
6171,2,3,1,2,4
6172,5,3,1,1,3
6173,4,3,3,3,2
6174,5,2,5,1,1
6175,2,3,1,3,2
6176,2,2,5,1,3
6177,4,5,1,2,2
6178,3,3,1,1,5
6179,3,1,5,5,1
6180,3,5,3,5,4
6181,3,4,4,4,1
6182,5,4,3,3,2
6183,4,1,2,5,4
6184,3,4,1,2,4
6185,1,2,4,4,5
6186,4,3,5,5,3
6187,5,5,2,4,2
6188,5,5,4,2,1
6189,5,2,4,4,4
6190,3,5,4,3,1
6191,3,5,5,3,2
6192,5,5,3,1,4
6193,1,2,4,3,1
6194,2,3,4,3,3
6195,3,4,2,2,4
6196,4,4,4,3,5
6197,1,5,1,4,3
6198,2,4,4,4,5
6199,4,5,5,2,4
6200,1,2,5,1,4
6201,1,3,5,4,4
6202,1,4,2,2,2
6203,5,4,2,5,3
6204,1,3,1,2,4
6205,3,4,5,3,4
6206,1,2,2,2,4
6207,4,5,5,5,4
6208,2,3,1,3,5
6209,5,3,1,2,1
6210,1,3,3,3,1
6211,2,4,2,2,5
6212,1,1,2,1,2
6213,3,5,1,4,1
6214,3,3,2,4,5
6215,3,4,3,3,4
6216,5,5,1,3,5
6217,3,3,2,5,4
6218,4,3,2,3,5
6219,3,3,2,4,1
6220,4,3,3,5,4
6221,1,5,5,3,5
6222,3,1,4,1,2
6223,4,1,3,1,2
6224,3,1,1,4,3
6225,1,5,3,2,3
6226,1,3,5,2,2
6227,2,1,5,5,5
6228,5,3,5,3,4
6229,5,1,1,3,5
6230,4,1,1,4,5
6231,5,2,4,3,5
6232,1,5,5,1,5
6233,4,2,5,3,3
6234,4,3,1,1,3
6235,2,2,4,4,1
6236,1,2,3,3,4
6237,1,2,1,1,1
6238,1,5,5,4,4
6239,4,2,1,4,5
6240,3,3,5,4,2
6241,3,3,4,4,3
6242,3,2,1,3,3
6243,2,4,1,2,1
6244,2,5,3,2,5
6245,5,2,1,5,2
6246,4,2,4,3,5
6247,4,1,2,2,2
6248,1,5,4,5,3
6249,5,1,5,4,3
6250,3,2,3,3,5
6251,2,5,1,5,3
6252,2,1,1,1,3
6253,1,5,3,2,5
6254,3,5,4,5,3
6255,3,1,1,1,4
6256,3,5,5,3,3
6257,1,4,4,2,1
6258,5,3,3,3,2
6259,2,3,3,4,3
6260,4,5,1,4,2
6261,4,1,4,3,1
6262,2,4,4,4,5
6263,5,2,3,2,2
6264,3,3,3,4,1
6265,5,2,1,1,4
6266,2,1,2,5,4
6267,2,4,1,4,4
6268,4,2,3,5,4
6269,5,1,2,3,1
6270,4,1,2,4,1
6271,4,1,2,2,2
6272,4,2,4,3,3
6273,5,3,3,3,2
6274,4,5,3,3,3
6275,1,3,2,3,5
6276,1,3,2,4,5
6277,5,2,2,5,1
6278,2,3,1,4,4
6279,3,1,1,5,2
6280,5,1,5,1,4
6281,5,5,4,3,5
6282,4,2,4,5,5
6283,4,4,1,4,2
6284,5,2,5,4,4
6285,1,3,1,4,4
6286,1,4,5,2,1
6287,3,5,3,3,3
6288,2,2,1,3,3
6289,5,2,4,4,2
6290,3,1,4,3,2
6291,4,3,3,3,2
6292,5,5,5,5,3
6293,3,4,3,4,4
6294,1,5,4,5,5
6295,4,1,3,1,1
6296,1,1,4,2,3
6297,5,5,2,2,4
6298,3,3,2,1,4
6299,1,3,3,3,3
6300,3,4,1,4,5
6301,5,4,4,2,2
6302,4,2,1,1,2
6303,4,4,1,3,3
6304,4,4,3,2,1
6305,2,1,1,4,1
6306,4,5,4,3,1
6307,2,4,5,3,2
6308,4,4,5,1,2
6309,1,1,4,1,5
6310,2,2,3,2,4
6311,5,5,2,3,4
6312,2,1,4,1,4
6313,4,1,4,2,5
6314,3,1,5,3,1
6315,4,1,4,4,1
6316,4,1,4,4,1
6317,5,3,1,4,4
6318,5,4,3,5,3
6319,5,3,5,2,2
6320,5,4,4,2,5
6321,1,3,4,3,5
6322,5,3,1,1,4
6323,1,5,5,5,3
6324,4,4,4,4,4
6325,5,1,3,2,4
6326,5,3,1,5,2
6327,3,5,1,2,2
6328,2,3,2,5,4
6329,1,5,1,2,4
6330,5,5,3,2,2
6331,5,5,4,3,1
6332,3,2,2,1,2
6333,5,5,3,3,3
6334,2,1,2,5,4
6335,5,3,1,2,4
6336,2,2,1,4,5
6337,4,3,1,1,5
6338,5,5,4,5,4
6339,2,3,3,5,1
6340,5,4,5,4,2
6341,2,2,4,4,5
6342,3,1,1,1,3
6343,5,1,1,1,4
6344,2,5,3,3,5
6345,4,3,1,5,2
6346,5,2,1,4,5
6347,5,1,1,3,4
6348,3,5,3,3,1
6349,2,1,5,4,2
6350,4,3,5,2,2
6351,4,3,1,5,1
6352,4,2,3,2,3
6353,5,3,3,5,5
6354,3,5,3,2,1
6355,4,4,1,2,1
6356,5,5,3,5,2
6357,4,4,4,1,2
6358,5,1,1,3,3
6359,4,3,2,2,2
6360,5,2,3,3,5
6361,3,1,1,3,2
6362,1,3,1,1,1
6363,5,3,4,2,4
6364,2,1,1,2,4
6365,5,2,4,5,2
6366,2,5,5,2,1
6367,1,1,4,1,2
6368,3,5,3,4,5
6369,2,2,5,3,2
6370,2,5,2,1,3
6371,3,5,2,4,5
6372,2,5,4,5,2
6373,3,3,2,5,5
6374,4,2,3,2,2
6375,5,5,5,1,2
6376,3,2,1,5,3
6377,1,5,4,4,2
6378,1,1,3,2,5
6379,5,1,1,3,4
6380,5,5,1,3,3
6381,5,3,2,5,2
6382,2,5,3,4,1
6383,1,5,3,4,1
6384,5,3,4,4,5
6385,3,3,4,4,3
6386,5,1,2,3,4
6387,5,1,1,2,1
6388,1,2,4,4,2
6389,4,5,1,2,1
6390,3,3,4,4,4
6391,3,1,2,4,3
6392,3,1,1,4,3
6393,3,3,3,1,1
6394,1,5,3,5,4
6395,1,1,1,2,5
6396,4,4,2,5,2
6397,2,4,4,1,4
6398,2,1,1,5,2
6399,2,3,2,4,1
6400,2,4,4,1,4
6401,2,3,1,4,4
6402,3,5,2,5,1
6403,1,1,3,2,3
6404,1,4,5,2,3
6405,1,2,3,1,3
6406,4,2,3,4,4
6407,3,2,4,4,5
6408,2,5,2,1,1
6409,5,4,4,5,1
6410,3,3,5,5,2
6411,5,2,4,3,1
6412,5,3,4,5,5
6413,1,2,2,1,4
6414,4,2,4,5,3
6415,2,5,1,1,3
6416,2,3,1,5,5
6417,1,2,5,3,1
6418,2,2,3,4,4
6419,4,4,2,2,1
6420,4,4,5,2,1
6421,5,1,2,4,3
6422,1,3,5,4,5
6423,1,4,5,4,4
6424,1,4,4,3,1
6425,2,4,2,1,3
6426,3,1,5,1,4
6427,4,5,2,5,1
6428,1,4,5,2,4
6429,5,3,2,2,1
6430,4,4,2,2,3
6431,1,4,5,5,2
6432,2,3,4,2,3
6433,5,2,2,2,4
6434,3,1,3,1,4
6435,5,5,2,2,2
