,rd_2,rd_32,rd_128,rd_512,rd_1024
1149,5,5,1,4,4
1150,4,1,1,1,3
1151,5,1,5,2,1
1152,1,2,2,3,2
1153,2,1,5,1,2
1154,1,2,2,5,5
1155,4,1,1,4,2
1156,3,3,4,4,2
1157,5,1,5,5,1
1158,2,1,3,4,1
1159,5,1,2,3,1
1160,3,5,4,1,4
1161,2,3,3,1,5
1162,5,3,2,3,4
1163,1,1,2,5,5
1164,4,4,4,2,3
1165,1,1,5,3,5
1166,1,5,4,1,4
1167,4,5,3,5,1
1168,1,1,3,3,5
1169,4,2,1,1,1
1170,4,2,5,4,1
1171,1,5,5,4,4
1172,5,5,3,4,2
1173,2,2,5,3,1
1174,3,5,5,4,1
1175,1,1,5,2,4
1176,1,3,3,3,3
1177,4,2,2,3,2
1178,3,4,2,2,4
1179,3,5,3,2,2
1180,2,3,3,3,3
1181,4,3,2,5,3
1182,4,5,2,2,5
1183,1,2,1,2,4
1184,4,5,2,4,2
1185,3,1,2,3,1
1186,2,4,5,4,2
1187,2,4,5,2,5
1188,3,2,1,2,2
1189,4,3,1,5,4
1190,2,5,1,1,4
1191,4,5,1,2,5
1192,5,5,2,2,4
1193,4,4,4,2,2
1194,2,1,4,3,1
1195,4,1,5,5,5
1196,4,3,2,1,3
1197,1,5,3,2,3
1198,4,2,2,1,4
1199,3,5,4,3,2
1200,1,3,1,4,5
1201,3,4,5,5,2
1202,1,5,2,1,4
1203,4,5,5,2,4
1204,4,4,4,2,3
1205,3,2,1,3,3
1206,1,2,5,1,1
1207,3,5,1,1,3
1208,5,5,4,3,3
1209,4,5,4,4,1
1210,3,1,3,2,1
1211,3,5,4,3,5
1212,3,2,5,5,5
1213,1,2,1,2,3
1214,2,4,3,2,3
1215,1,5,5,2,2
1216,2,3,1,1,4
1217,1,3,1,3,1
1218,3,4,4,1,2
1219,5,1,1,3,5
1220,3,1,5,3,5
1221,4,3,5,4,3
1222,1,5,5,2,4
1223,4,4,5,2,1
1224,2,3,2,3,1
1225,5,1,5,5,4
1226,3,1,4,5,2
1227,4,5,1,3,3
1228,2,5,1,2,3
1229,1,3,1,4,5
1230,1,5,4,5,3
1231,5,3,1,2,3
1232,5,2,5,5,5
1233,3,4,5,4,2
1234,5,4,5,3,1
1235,5,3,5,1,5
1236,1,3,4,3,4
1237,1,5,5,4,1
1238,1,3,3,3,5
1239,3,4,2,1,1
1240,4,3,4,2,3
1241,1,2,2,1,1
1242,5,3,2,2,3
1243,5,1,1,4,1
1244,4,3,2,2,4
1245,2,3,1,5,3
1246,1,2,2,5,5
1247,2,4,1,3,5
1248,4,5,2,5,2
1249,2,1,3,4,5
1250,3,3,4,1,4
1251,1,5,4,3,4
1252,4,1,5,2,4
1253,2,1,1,1,3
1254,4,1,3,3,1
1255,3,3,3,3,2
1256,3,5,3,2,2
1257,1,2,3,4,2
1258,1,5,1,4,2
1259,4,5,5,5,4
1260,1,1,5,1,5
1261,5,2,3,5,4
1262,5,4,3,2,5
1263,3,4,2,1,1
1264,3,1,3,3,5
1265,2,2,3,4,2
1266,2,1,5,3,2
1267,4,3,1,2,3
1268,2,2,1,5,1
1269,5,2,1,4,5
1270,2,2,1,2,4
1271,3,4,2,4,1
1272,2,4,2,5,5
1273,3,1,5,4,1
1274,1,1,1,2,2
1275,3,5,1,3,3
1276,2,2,1,3,4
1277,3,3,1,3,5
1278,2,5,5,5,5
1279,1,3,1,1,3
1280,3,5,4,2,3
1281,1,2,1,5,1
1282,3,2,3,3,1
1283,3,5,2,5,5
1284,3,1,5,5,3
1285,5,5,1,3,2
1286,2,2,2,4,3
1287,5,4,2,5,3
1288,1,1,3,5,2
1289,3,1,5,5,4
1290,1,5,4,4,1
1291,5,1,1,3,2
1292,2,2,3,1,5
1293,4,3,1,4,3
1294,5,1,4,4,4
1295,5,1,1,1,3
1296,2,1,3,2,3
1297,4,5,1,2,4
1298,4,2,4,3,1
1299,3,3,5,4,1
1300,2,1,4,1,1
1301,2,3,2,2,4
1302,5,5,1,4,5
1303,2,2,1,2,1
1304,2,4,3,5,3
1305,1,4,3,3,4
1306,4,3,4,3,5
1307,3,4,5,1,2
1308,4,2,3,3,4
1309,3,5,5,2,1
1310,2,2,4,3,3
1311,5,5,4,5,1
1312,1,1,3,1,3
1313,3,1,4,4,4
1314,5,2,3,2,1
1315,3,4,3,4,1
1316,2,3,1,5,3
1317,1,4,4,1,1
1318,2,5,4,3,4
1319,1,4,5,5,1
1320,1,5,5,5,5
1321,3,4,3,4,1
1322,4,2,4,2,1
1323,2,5,2,4,4
1324,4,4,1,2,1
1325,2,5,2,1,5
1326,5,3,4,1,3
1327,4,5,2,1,1
1328,1,5,5,5,2
1329,1,2,1,5,1
1330,2,3,2,2,4
1331,1,1,1,5,1
1332,2,2,1,1,4
1333,5,5,4,1,5
1334,1,5,4,2,1
1335,4,5,2,2,4
1336,4,2,5,3,1
1337,5,5,5,1,5
1338,1,3,5,1,4
1339,3,2,3,4,1
1340,5,4,3,4,1
1341,2,3,2,5,3
1342,2,5,2,4,5
1343,5,5,2,3,5
1344,4,4,2,3,4
1345,3,4,2,3,1
1346,2,5,2,1,4
1347,5,2,1,4,5
1348,3,5,5,2,3
1349,5,1,1,2,5
1350,5,5,1,5,1
1351,5,5,5,1,1
1352,3,4,1,2,2
1353,4,1,1,2,4
1354,1,2,1,3,4
1355,1,1,4,1,4
1356,1,4,4,3,2
1357,1,2,2,4,2
1358,4,3,3,5,2
1359,2,1,1,5,2
1360,3,1,4,2,5
1361,3,4,2,4,2
1362,2,2,4,5,2
1363,2,2,5,1,3
1364,3,2,5,4,1
1365,5,4,3,1,4
1366,3,4,1,5,2
1367,4,5,2,2,4
1368,3,1,1,5,3
1369,3,2,3,1,4
1370,3,2,5,2,4
1371,2,3,3,3,1
1372,4,3,4,4,5
1373,2,2,4,4,2
1374,5,2,3,2,1
1375,5,2,3,5,3
1376,2,3,3,2,1
1377,1,2,3,1,2
1378,3,4,2,3,1
1379,1,5,4,3,4
1380,3,1,1,3,3
1381,4,4,1,1,2
1382,3,5,5,3,3
1383,2,3,5,3,4
1384,4,1,2,1,3
1385,4,1,3,4,3
1386,2,2,1,1,2
1387,5,5,2,2,4
1388,1,5,3,1,2
1389,3,4,3,3,3
1390,5,1,3,3,2
1391,4,4,4,1,5
1392,5,5,3,2,3
1393,1,3,5,5,2
1394,5,3,3,1,4
1395,1,3,5,1,5
1396,4,5,5,4,1
1397,3,2,1,3,1
1398,5,4,3,3,3
1399,1,3,1,4,3
1400,2,1,2,2,2
1401,4,3,2,1,5
1402,3,1,4,4,4
1403,1,1,5,2,4
1404,3,1,1,3,2
1405,1,1,1,2,4
1406,5,3,3,1,1
1407,3,1,2,5,2
1408,2,3,3,3,3
1409,5,3,1,4,1
1410,4,2,2,5,3
1411,3,1,2,5,4
1412,3,1,1,4,2
1413,1,4,3,4,2
1414,1,2,1,3,2
1415,1,1,2,4,3
1416,2,1,4,4,3
1417,3,4,1,5,1
1418,3,4,4,2,2
1419,5,4,2,5,4
1420,2,4,2,1,3
1421,4,3,3,1,3
1422,1,2,4,3,2
1423,4,2,3,1,5
1424,4,4,2,2,3
1425,5,3,4,3,5
1426,3,2,1,4,5
1427,5,5,2,2,2
1428,3,3,5,3,4
1429,4,5,5,3,3
1430,2,5,4,2,4
1431,3,5,5,5,3
1432,5,3,5,4,1
1433,1,5,5,5,2
1434,1,1,5,2,3
1435,5,5,3,3,2
1436,2,1,2,4,4
1437,1,4,5,5,3
1438,1,2,2,4,2
1439,5,4,1,4,1
1440,2,2,2,4,3
1441,5,3,4,4,3
1442,4,5,2,4,5
1443,2,2,3,5,5
1444,4,4,3,5,2
1445,3,4,3,2,2
1446,4,2,2,5,3
1447,2,1,5,2,3
1448,2,4,5,3,2
1449,5,2,5,3,4
1450,5,4,3,4,3
1451,3,3,5,4,5
1452,1,2,3,3,2
1453,4,4,1,4,3
1454,3,3,5,1,5
1455,2,3,5,5,1
1456,3,3,2,5,5
1457,5,2,2,5,5
1458,1,5,3,3,4
1459,2,2,1,5,1
1460,5,3,2,1,5
1461,1,4,5,4,2
1462,5,4,4,1,3
1463,4,2,4,3,1
1464,2,4,1,5,1
1465,3,5,5,4,1
1466,5,4,3,3,4
1467,4,2,2,2,5
1468,2,4,1,2,1
1469,2,4,3,5,4
1470,4,2,1,4,3
1471,5,5,1,2,2
1472,2,3,2,2,1
1473,5,1,4,4,4
1474,1,4,4,5,2
1475,1,1,5,5,2
1476,2,3,4,3,4
1477,2,3,4,2,5
1478,5,3,4,5,4
1479,3,2,1,5,1
1480,1,4,3,1,4
1481,5,2,2,3,2
1482,4,4,3,1,1
1483,4,1,3,5,1
1484,3,2,5,4,2
1485,3,3,4,3,5
1486,5,3,1,4,3
1487,3,2,3,1,4
1488,3,4,2,3,3
1489,1,4,2,1,5
1490,3,3,4,2,1
1491,1,4,5,3,4
1492,3,5,1,1,3
1493,3,5,1,2,2
1494,3,4,1,3,2
1495,1,2,3,3,3
1496,5,1,4,5,5
1497,2,4,5,5,4
1498,2,4,2,5,4
1499,3,2,2,1,5
1500,5,2,3,1,3
1501,1,3,5,1,1
1502,5,4,5,1,3
1503,4,2,2,3,4
1504,2,4,4,5,3
1505,3,4,4,5,5
1506,2,4,2,3,5
1507,5,1,4,2,2
1508,4,4,2,4,2
1509,5,2,5,2,3
1510,3,5,1,5,3
1511,1,3,5,4,5
1512,2,1,5,5,5
