,Group
1688,2(1695)
1689,4(2003)
1690,1(1511)
1691,5(1678)
1692,5(1678)
1693,4(2003)
1694,5(1678)
1695,4(2003)
1696,4(2003)
1697,4(2003)
1698,4(2003)
1699,5(1678)
1700,5(1678)
1701,2(1695)
1702,3(944)
1703,3(944)
1704,2(1695)
1705,3(944)
1706,2(1695)
1707,4(2003)
1708,2(1695)
1709,2(1695)
1710,3(944)
1711,4(2003)
1712,1(1511)
1713,2(1695)
1714,4(2003)
1715,1(1511)
1716,3(944)
1717,2(1695)
1718,2(1695)
1719,3(944)
1720,2(1695)
1721,5(1678)
1722,1(1511)
1723,2(1695)
1724,5(1678)
1725,1(1511)
1726,4(2003)
1727,5(1678)
1728,5(1678)
1729,1(1511)
1730,2(1695)
1731,2(1695)
1732,1(1511)
1733,1(1511)
1734,4(2003)
1735,5(1678)
1736,2(1695)
1737,5(1678)
1738,5(1678)
1739,2(1695)
1740,1(1511)
1741,1(1511)
1742,4(2003)
1743,4(2003)
1744,1(1511)
1745,4(2003)
1746,4(2003)
1747,2(1695)
1748,2(1695)
1749,1(1511)
1750,4(2003)
1751,4(2003)
1752,3(944)
1753,2(1695)
1754,2(1695)
1755,1(1511)
1756,4(2003)
1757,4(2003)
1758,2(1695)
1759,1(1511)
1760,5(1678)
1761,5(1678)
1762,4(2003)
1763,5(1678)
1764,2(1695)
1765,2(1695)
1766,2(1695)
1767,5(1678)
1768,2(1695)
1769,4(2003)
1770,4(2003)
1771,2(1695)
1772,2(1695)
1773,2(1695)
1774,2(1695)
1775,4(2003)
1776,2(1695)
1777,5(1678)
1778,4(2003)
1779,4(2003)
1780,4(2003)
1781,3(944)
1782,4(2003)
1783,4(2003)
1784,4(2003)
1785,2(1695)
1786,1(1511)
1787,1(1511)
1788,5(1678)
1789,4(2003)
1790,4(2003)
1791,1(1511)
1792,1(1511)
1793,2(1695)
1794,3(944)
1795,3(944)
1796,5(1678)
1797,5(1678)
1798,5(1678)
1799,2(1695)
1800,1(1511)
1801,1(1511)
1802,1(1511)
1803,3(944)
1804,1(1511)
1805,3(944)
1806,2(1695)
1807,3(944)
1808,4(2003)
1809,5(1678)
1810,2(1695)
1811,1(1511)
1812,1(1511)
1813,2(1695)
1814,4(2003)
1815,5(1678)
1816,4(2003)
1817,5(1678)
1818,4(2003)
1819,5(1678)
1820,1(1511)
1821,4(2003)
1822,2(1695)
1823,5(1678)
1824,2(1695)
1825,4(2003)
1826,1(1511)
1827,4(2003)
1828,5(1678)
1829,1(1511)
1830,4(2003)
1831,1(1511)
1832,5(1678)
1833,3(944)
1834,2(1695)
1835,2(1695)
1836,5(1678)
1837,1(1511)
1838,1(1511)
1839,1(1511)
1840,4(2003)
1841,1(1511)
1842,4(2003)
1843,2(1695)
1844,4(2003)
1845,3(944)
1846,5(1678)
1847,2(1695)
1848,3(944)
1849,3(944)
1850,3(944)
1851,5(1678)
1852,4(2003)
1853,1(1511)
1854,3(944)
1855,2(1695)
1856,2(1695)
1857,1(1511)
1858,5(1678)
1859,4(2003)
1860,4(2003)
1861,5(1678)
1862,4(2003)
1863,1(1511)
1864,2(1695)
1865,3(944)
1866,4(2003)
1867,2(1695)
1868,2(1695)
1869,3(944)
1870,1(1511)
1871,2(1695)
1872,1(1511)
1873,2(1695)
1874,4(2003)
1875,1(1511)
1876,4(2003)
1877,4(2003)
1878,1(1511)
1879,3(944)
1880,1(1511)
1881,1(1511)
1882,1(1511)
1883,4(2003)
1884,4(2003)
1885,5(1678)
1886,5(1678)
1887,5(1678)
1888,4(2003)
1889,3(944)
1890,4(2003)
1891,3(944)
1892,2(1695)
1893,2(1695)
1894,5(1678)
1895,5(1678)
1896,5(1678)
1897,5(1678)
1898,2(1695)
1899,3(944)
1900,3(944)
1901,3(944)
1902,2(1695)
1903,2(1695)
1904,5(1678)
1905,1(1511)
1906,4(2003)
1907,2(1695)
1908,3(944)
1909,1(1511)
1910,2(1695)
1911,3(944)
1912,5(1678)
1913,4(2003)
1914,2(1695)
1915,5(1678)
1916,2(1695)
1917,5(1678)
1918,3(944)
1919,1(1511)
1920,5(1678)
1921,1(1511)
1922,1(1511)
1923,1(1511)
1924,1(1511)
1925,1(1511)
1926,1(1511)
1927,5(1678)
1928,1(1511)
1929,2(1695)
1930,1(1511)
1931,5(1678)
1932,5(1678)
1933,4(2003)
1934,2(1695)
1935,1(1511)
1936,1(1511)
1937,5(1678)
1938,5(1678)
1939,5(1678)
1940,4(2003)
1941,5(1678)
1942,5(1678)
1943,5(1678)
1944,4(2003)
1945,3(944)
1946,3(944)
1947,3(944)
1948,3(944)
1949,4(2003)
1950,1(1511)
1951,3(944)
1952,5(1678)
1953,3(944)
1954,1(1511)
1955,2(1695)
1956,4(2003)
1957,2(1695)
1958,1(1511)
1959,3(944)
1960,1(1511)
1961,4(2003)
1962,1(1511)
1963,2(1695)
1964,2(1695)
1965,1(1511)
1966,4(2003)
1967,4(2003)
1968,3(944)
1969,4(2003)
1970,4(2003)
1971,4(2003)
1972,2(1695)
1973,1(1511)
1974,4(2003)
1975,1(1511)
1976,3(944)
1977,3(944)
1978,3(944)
1979,4(2003)
1980,4(2003)
1981,3(944)
1982,3(944)
1983,3(944)
1984,1(1511)
1985,4(2003)
1986,4(2003)
1987,4(2003)
1988,4(2003)
1989,3(944)
1990,4(2003)
1991,4(2003)
1992,2(1695)
1993,4(2003)
1994,1(1511)
1995,4(2003)
1996,5(1678)
1997,4(2003)
1998,3(944)
1999,2(1695)
2000,3(944)
2001,1(1511)
2002,4(2003)
2003,5(1678)
2004,2(1695)
2005,2(1695)
2006,3(944)
2007,3(944)
2008,5(1678)
2009,1(1511)
2010,4(2003)
2011,4(2003)
2012,1(1511)
2013,2(1695)
2014,4(2003)
2015,3(944)
2016,4(2003)
2017,4(2003)
2018,4(2003)
2019,2(1695)
2020,5(1678)
2021,2(1695)
2022,1(1511)
2023,4(2003)
2024,4(2003)
2025,1(1511)
2026,4(2003)
2027,5(1678)
2028,3(944)
2029,3(944)
2030,4(2003)
2031,2(1695)
2032,1(1511)
2033,2(1695)
2034,4(2003)
2035,3(944)
2036,2(1695)
2037,2(1695)
2038,1(1511)
2039,2(1695)
2040,2(1695)
2041,2(1695)
2042,2(1695)
2043,2(1695)
2044,2(1695)
2045,1(1511)
2046,2(1695)
2047,2(1695)
2048,1(1511)
2049,1(1511)
2050,4(2003)
2051,1(1511)
2052,4(2003)
2053,1(1511)
2054,2(1695)
2055,4(2003)
2056,4(2003)
2057,3(944)
2058,5(1678)
2059,4(2003)
2060,1(1511)
2061,2(1695)
2062,4(2003)
2063,4(2003)
2064,1(1511)
2065,4(2003)
2066,3(944)
2067,4(2003)
2068,3(944)
2069,1(1511)
2070,5(1678)
2071,5(1678)
2072,1(1511)
2073,2(1695)
2074,4(2003)
2075,5(1678)
2076,1(1511)
2077,5(1678)
2078,1(1511)
2079,2(1695)
2080,1(1511)
2081,4(2003)
2082,3(944)
2083,5(1678)
2084,5(1678)
2085,3(944)
2086,5(1678)
2087,3(944)
2088,1(1511)
2089,4(2003)
2090,3(944)
2091,3(944)
2092,1(1511)
2093,5(1678)
2094,1(1511)
2095,3(944)
2096,3(944)
2097,2(1695)
2098,1(1511)
2099,2(1695)
2100,2(1695)
2101,4(2003)
2102,4(2003)
2103,1(1511)
2104,1(1511)
2105,5(1678)
2106,3(944)
2107,2(1695)
2108,2(1695)
2109,3(944)
2110,2(1695)
2111,2(1695)
2112,2(1695)
2113,2(1695)
2114,2(1695)
2115,1(1511)
2116,1(1511)
2117,5(1678)
2118,3(944)
2119,5(1678)
2120,2(1695)
2121,5(1678)
2122,5(1678)
2123,5(1678)
2124,5(1678)
2125,4(2003)
2126,5(1678)
2127,5(1678)
2128,1(1511)
2129,5(1678)
2130,2(1695)
2131,2(1695)
2132,2(1695)
2133,4(2003)
2134,3(944)
2135,2(1695)
2136,2(1695)
2137,5(1678)
2138,1(1511)
2139,5(1678)
2140,4(2003)
2141,4(2003)
2142,1(1511)
2143,4(2003)
2144,3(944)
2145,2(1695)
2146,1(1511)
2147,5(1678)
2148,4(2003)
2149,5(1678)
2150,4(2003)
2151,5(1678)
2152,1(1511)
2153,1(1511)
2154,1(1511)
2155,4(2003)
2156,2(1695)
2157,2(1695)
2158,2(1695)
2159,4(2003)
2160,4(2003)
2161,4(2003)
2162,2(1695)
2163,4(2003)
2164,2(1695)
2165,2(1695)
2166,2(1695)
2167,2(1695)
2168,4(2003)
2169,4(2003)
2170,4(2003)
2171,5(1678)
2172,5(1678)
2173,1(1511)
2174,1(1511)
2175,3(944)
2176,5(1678)
2177,2(1695)
2178,1(1511)
2179,4(2003)
2180,4(2003)
2181,2(1695)
2182,4(2003)
2183,4(2003)
2184,3(944)
2185,5(1678)
2186,5(1678)
2187,1(1511)
2188,4(2003)
2189,4(2003)
2190,4(2003)
2191,5(1678)
2192,5(1678)
2193,4(2003)
2194,1(1511)
2195,4(2003)
2196,3(944)
2197,1(1511)
2198,2(1695)
2199,1(1511)
2200,3(944)
2201,2(1695)
2202,3(944)
2203,1(1511)
2204,4(2003)
2205,4(2003)
2206,2(1695)
2207,5(1678)
2208,2(1695)
2209,2(1695)
2210,2(1695)
2211,5(1678)
2212,4(2003)
2213,1(1511)
2214,2(1695)
2215,3(944)
2216,3(944)
2217,2(1695)
2218,2(1695)
2219,1(1511)
2220,1(1511)
2221,5(1678)
2222,4(2003)
2223,4(2003)
2224,4(2003)
2225,5(1678)
2226,2(1695)
2227,1(1511)
2228,1(1511)
2229,1(1511)
2230,1(1511)
2231,1(1511)
2232,2(1695)
2233,4(2003)
2234,4(2003)
2235,4(2003)
2236,5(1678)
2237,2(1695)
2238,3(944)
2239,2(1695)
2240,2(1695)
2241,1(1511)
2242,4(2003)
2243,2(1695)
2244,2(1695)
2245,3(944)
2246,4(2003)
2247,4(2003)
2248,4(2003)
2249,3(944)
2250,5(1678)
2251,5(1678)
2252,3(944)
2253,4(2003)
2254,4(2003)
2255,4(2003)
2256,3(944)
2257,3(944)
2258,2(1695)
2259,1(1511)
2260,3(944)
2261,3(944)
2262,3(944)
2263,3(944)
2264,3(944)
2265,3(944)
2266,1(1511)
2267,5(1678)
2268,5(1678)
2269,4(2003)
2270,5(1678)
2271,5(1678)
2272,5(1678)
2273,3(944)
2274,3(944)
2275,4(2003)
2276,5(1678)
2277,2(1695)
2278,2(1695)
2279,1(1511)
2280,1(1511)
2281,4(2003)
2282,4(2003)
2283,1(1511)
2284,1(1511)
2285,5(1678)
2286,5(1678)
2287,1(1511)
2288,4(2003)
2289,4(2003)
2290,4(2003)
2291,5(1678)
2292,5(1678)
2293,5(1678)
2294,3(944)
2295,2(1695)
2296,1(1511)
2297,4(2003)
2298,5(1678)
2299,3(944)
2300,5(1678)
2301,2(1695)
2302,5(1678)
2303,5(1678)
2304,4(2003)
2305,4(2003)
2306,3(944)
2307,4(2003)
2308,4(2003)
2309,5(1678)
2310,1(1511)
2311,5(1678)
2312,3(944)
2313,2(1695)
2314,2(1695)
2315,4(2003)
2316,2(1695)
2317,3(944)
2318,4(2003)
2319,2(1695)
2320,5(1678)
2321,4(2003)
2322,2(1695)
2323,1(1511)
2324,3(944)
2325,1(1511)
2326,5(1678)
2327,3(944)
2328,1(1511)
2329,2(1695)
2330,1(1511)
2331,5(1678)
2332,2(1695)
2333,5(1678)
2334,1(1511)
2335,4(2003)
2336,2(1695)
2337,4(2003)
2338,2(1695)
2339,5(1678)
2340,1(1511)
2341,4(2003)
2342,1(1511)
2343,5(1678)
2344,4(2003)
2345,3(944)
2346,4(2003)
2347,4(2003)
2348,3(944)
2349,1(1511)
2350,1(1511)
2351,3(944)
2352,4(2003)
2353,2(1695)
2354,2(1695)
2355,4(2003)
2356,5(1678)
2357,1(1511)
2358,3(944)
2359,2(1695)
2360,5(1678)
2361,5(1678)
2362,1(1511)
2363,5(1678)
2364,5(1678)
2365,1(1511)
2366,4(2003)
2367,3(944)
2368,1(1511)
2369,3(944)
2370,3(944)
2371,3(944)
2372,2(1695)
2373,4(2003)
2374,2(1695)
2375,1(1511)
2376,1(1511)
2377,5(1678)
2378,2(1695)
2379,5(1678)
2380,4(2003)
2381,5(1678)
2382,2(1695)
2383,5(1678)
2384,5(1678)
2385,5(1678)
2386,1(1511)
2387,2(1695)
2388,5(1678)
2389,2(1695)
2390,2(1695)
2391,2(1695)
2392,2(1695)
2393,2(1695)
2394,3(944)
2395,5(1678)
2396,4(2003)
2397,3(944)
2398,4(2003)
2399,2(1695)
2400,1(1511)
2401,4(2003)
2402,4(2003)
2403,2(1695)
2404,2(1695)
2405,3(944)
2406,2(1695)
2407,1(1511)
2408,5(1678)
2409,1(1511)
2410,1(1511)
2411,1(1511)
2412,2(1695)
2413,4(2003)
2414,3(944)
2415,4(2003)
2416,4(2003)
2417,5(1678)
2418,4(2003)
2419,4(2003)
2420,5(1678)
2421,5(1678)
2422,1(1511)
2423,5(1678)
2424,5(1678)
2425,2(1695)
2426,5(1678)
2427,5(1678)
2428,4(2003)
2429,1(1511)
2430,5(1678)
2431,5(1678)
2432,4(2003)
2433,1(1511)
2434,3(944)
2435,1(1511)
2436,4(2003)
2437,4(2003)
2438,4(2003)
2439,4(2003)
2440,2(1695)
2441,4(2003)
2442,4(2003)
2443,2(1695)
2444,1(1511)
2445,4(2003)
2446,1(1511)
2447,2(1695)
2448,4(2003)
2449,1(1511)
2450,2(1695)
2451,5(1678)
2452,5(1678)
2453,5(1678)
2454,4(2003)
2455,2(1695)
2456,5(1678)
2457,5(1678)
2458,5(1678)
2459,5(1678)
2460,5(1678)
2461,4(2003)
2462,2(1695)
2463,4(2003)
2464,1(1511)
2465,1(1511)
2466,1(1511)
2467,1(1511)
2468,1(1511)
2469,1(1511)
2470,1(1511)
2471,5(1678)
2472,4(2003)
2473,1(1511)
2474,4(2003)
2475,1(1511)
2476,4(2003)
2477,5(1678)
2478,5(1678)
2479,4(2003)
2480,2(1695)
2481,1(1511)
2482,1(1511)
2483,1(1511)
2484,3(944)
2485,4(2003)
2486,1(1511)
2487,1(1511)
2488,2(1695)
2489,2(1695)
2490,2(1695)
2491,5(1678)
2492,1(1511)
2493,5(1678)
2494,5(1678)
2495,5(1678)
2496,1(1511)
2497,4(2003)
2498,4(2003)
2499,2(1695)
2500,5(1678)
2501,4(2003)
2502,5(1678)
2503,2(1695)
2504,3(944)
2505,2(1695)
2506,4(2003)
2507,4(2003)
2508,4(2003)
2509,1(1511)
2510,2(1695)
2511,5(1678)
2512,1(1511)
2513,3(944)
2514,4(2003)
2515,1(1511)
2516,4(2003)
2517,4(2003)
2518,3(944)
2519,1(1511)
2520,2(1695)
2521,4(2003)
2522,3(944)
2523,4(2003)
2524,2(1695)
2525,1(1511)
2526,2(1695)
2527,2(1695)
2528,2(1695)
2529,2(1695)
2530,3(944)
2531,4(2003)
2532,4(2003)
2533,5(1678)
2534,5(1678)
2535,4(2003)
2536,4(2003)
2537,4(2003)
2538,4(2003)
2539,1(1511)
2540,2(1695)
2541,3(944)
2542,1(1511)
2543,2(1695)
2544,2(1695)
2545,1(1511)
2546,1(1511)
2547,5(1678)
2548,1(1511)
2549,4(2003)
2550,4(2003)
2551,5(1678)
2552,4(2003)
2553,1(1511)
2554,1(1511)
2555,2(1695)
2556,2(1695)
2557,1(1511)
2558,5(1678)
2559,4(2003)
2560,2(1695)
2561,1(1511)
2562,2(1695)
2563,1(1511)
2564,5(1678)
2565,1(1511)
2566,5(1678)
2567,5(1678)
2568,5(1678)
2569,2(1695)
2570,3(944)
2571,4(2003)
2572,1(1511)
2573,2(1695)
2574,2(1695)
2575,5(1678)
2576,4(2003)
2577,3(944)
2578,2(1695)
2579,4(2003)
2580,4(2003)
2581,4(2003)
2582,1(1511)
2583,4(2003)
2584,4(2003)
2585,4(2003)
2586,4(2003)
2587,4(2003)
2588,3(944)
2589,5(1678)
2590,5(1678)
2591,4(2003)
2592,5(1678)
2593,5(1678)
2594,4(2003)
2595,1(1511)
2596,2(1695)
2597,4(2003)
2598,3(944)
2599,1(1511)
2600,3(944)
2601,2(1695)
2602,3(944)
2603,2(1695)
2604,2(1695)
2605,4(2003)
2606,2(1695)
2607,4(2003)
2608,4(2003)
2609,4(2003)
2610,3(944)
2611,3(944)
2612,2(1695)
2613,4(2003)
2614,2(1695)
2615,1(1511)
2616,1(1511)
2617,4(2003)
2618,4(2003)
2619,1(1511)
2620,4(2003)
2621,5(1678)
2622,1(1511)
2623,5(1678)
2624,4(2003)
2625,2(1695)
2626,4(2003)
2627,4(2003)
2628,1(1511)
2629,4(2003)
2630,5(1678)
2631,2(1695)
2632,1(1511)
2633,2(1695)
2634,2(1695)
2635,5(1678)
2636,2(1695)
2637,4(2003)
2638,3(944)
2639,1(1511)
2640,5(1678)
2641,3(944)
2642,1(1511)
2643,2(1695)
2644,4(2003)
2645,5(1678)
2646,4(2003)
2647,1(1511)
2648,2(1695)
2649,1(1511)
2650,1(1511)
2651,1(1511)
2652,2(1695)
2653,2(1695)
2654,2(1695)
2655,4(2003)
2656,4(2003)
2657,2(1695)
2658,5(1678)
2659,4(2003)
2660,4(2003)
2661,4(2003)
2662,5(1678)
2663,4(2003)
2664,4(2003)
2665,4(2003)
2666,3(944)
2667,2(1695)
2668,4(2003)
2669,5(1678)
2670,2(1695)
2671,1(1511)
2672,4(2003)
2673,2(1695)
2674,4(2003)
2675,4(2003)
2676,5(1678)
2677,2(1695)
2678,4(2003)
2679,5(1678)
2680,5(1678)
2681,4(2003)
2682,5(1678)
2683,4(2003)
2684,5(1678)
2685,4(2003)
2686,4(2003)
2687,1(1511)
2688,2(1695)
2689,4(2003)
2690,2(1695)
2691,4(2003)
2692,3(944)
2693,2(1695)
2694,1(1511)
2695,3(944)
2696,2(1695)
2697,4(2003)
2698,1(1511)
2699,3(944)
2700,5(1678)
2701,2(1695)
2702,1(1511)
2703,4(2003)
2704,4(2003)
2705,4(2003)
2706,4(2003)
2707,4(2003)
2708,3(944)
2709,5(1678)
2710,5(1678)
2711,3(944)
2712,5(1678)
2713,4(2003)
2714,5(1678)
2715,5(1678)
2716,1(1511)
2717,2(1695)
2718,5(1678)
2719,4(2003)
2720,3(944)
2721,2(1695)
2722,5(1678)
2723,5(1678)
2724,1(1511)
2725,4(2003)
2726,3(944)
2727,3(944)
2728,5(1678)
2729,5(1678)
2730,5(1678)
2731,5(1678)
2732,4(2003)
2733,5(1678)
2734,3(944)
2735,5(1678)
2736,4(2003)
2737,1(1511)
2738,3(944)
2739,2(1695)
2740,1(1511)
2741,3(944)
2742,3(944)
2743,5(1678)
2744,4(2003)
2745,4(2003)
2746,4(2003)
2747,4(2003)
2748,1(1511)
2749,2(1695)
2750,4(2003)
2751,2(1695)
2752,4(2003)
2753,3(944)
2754,1(1511)
2755,1(1511)
2756,2(1695)
2757,1(1511)
2758,5(1678)
2759,2(1695)
2760,5(1678)
2761,4(2003)
2762,3(944)
2763,5(1678)
2764,5(1678)
2765,4(2003)
2766,1(1511)
2767,5(1678)
2768,5(1678)
2769,5(1678)
2770,4(2003)
2771,5(1678)
2772,5(1678)
2773,3(944)
2774,2(1695)
2775,5(1678)
2776,5(1678)
2777,5(1678)
2778,5(1678)
2779,5(1678)
2780,2(1695)
2781,2(1695)
2782,5(1678)
2783,5(1678)
2784,4(2003)
2785,4(2003)
2786,1(1511)
2787,2(1695)
2788,5(1678)
2789,1(1511)
2790,1(1511)
2791,4(2003)
2792,2(1695)
2793,5(1678)
2794,5(1678)
2795,5(1678)
2796,5(1678)
2797,5(1678)
2798,5(1678)
2799,4(2003)
2800,2(1695)
2801,4(2003)
2802,4(2003)
2803,1(1511)
2804,2(1695)
2805,2(1695)
2806,4(2003)
2807,1(1511)
2808,1(1511)
2809,4(2003)
2810,2(1695)
2811,5(1678)
2812,4(2003)
2813,5(1678)
2814,4(2003)
2815,4(2003)
2816,4(2003)
2817,2(1695)
2818,3(944)
2819,5(1678)
2820,5(1678)
2821,5(1678)
2822,1(1511)
2823,1(1511)
2824,5(1678)
2825,2(1695)
2826,2(1695)
2827,1(1511)
2828,5(1678)
2829,4(2003)
2830,5(1678)
2831,5(1678)
2832,2(1695)
2833,5(1678)
2834,4(2003)
2835,5(1678)
2836,2(1695)
2837,1(1511)
2838,1(1511)
2839,3(944)
2840,1(1511)
2841,4(2003)
2842,1(1511)
2843,1(1511)
2844,4(2003)
2845,4(2003)
2846,5(1678)
2847,5(1678)
2848,1(1511)
2849,5(1678)
2850,5(1678)
2851,4(2003)
2852,2(1695)
2853,2(1695)
2854,4(2003)
2855,4(2003)
2856,1(1511)
2857,2(1695)
2858,4(2003)
2859,2(1695)
2860,1(1511)
2861,1(1511)
2862,4(2003)
2863,1(1511)
2864,4(2003)
2865,3(944)
2866,3(944)
2867,5(1678)
2868,2(1695)
2869,1(1511)
2870,3(944)
2871,4(2003)
2872,3(944)
2873,4(2003)
2874,5(1678)
2875,4(2003)
2876,4(2003)
2877,4(2003)
2878,3(944)
2879,1(1511)
2880,5(1678)
2881,2(1695)
2882,4(2003)
2883,2(1695)
2884,1(1511)
2885,1(1511)
2886,2(1695)
2887,4(2003)
2888,4(2003)
2889,5(1678)
2890,4(2003)
2891,5(1678)
2892,3(944)
2893,4(2003)
2894,5(1678)
2895,5(1678)
2896,1(1511)
2897,5(1678)
2898,5(1678)
2899,3(944)
2900,2(1695)
2901,2(1695)
2902,2(1695)
2903,5(1678)
2904,2(1695)
2905,1(1511)
2906,4(2003)
2907,2(1695)
2908,2(1695)
2909,1(1511)
2910,4(2003)
2911,1(1511)
2912,2(1695)
2913,3(944)
2914,4(2003)
2915,4(2003)
2916,5(1678)
2917,2(1695)
2918,1(1511)
2919,5(1678)
2920,4(2003)
2921,1(1511)
2922,1(1511)
2923,2(1695)
2924,1(1511)
2925,4(2003)
2926,2(1695)
2927,4(2003)
2928,2(1695)
2929,5(1678)
2930,4(2003)
2931,5(1678)
2932,5(1678)
2933,5(1678)
2934,2(1695)
2935,3(944)
2936,2(1695)
2937,4(2003)
2938,5(1678)
2939,3(944)
2940,2(1695)
2941,4(2003)
2942,5(1678)
2943,4(2003)
2944,5(1678)
2945,4(2003)
2946,1(1511)
2947,1(1511)
2948,2(1695)
2949,2(1695)
2950,2(1695)
2951,3(944)
2952,4(2003)
2953,5(1678)
2954,3(944)
2955,3(944)
2956,1(1511)
2957,2(1695)
2958,4(2003)
2959,5(1678)
2960,3(944)
2961,2(1695)
2962,4(2003)
2963,4(2003)
2964,2(1695)
2965,1(1511)
2966,1(1511)
2967,1(1511)
2968,1(1511)
2969,1(1511)
2970,1(1511)
2971,5(1678)
2972,1(1511)
2973,1(1511)
2974,5(1678)
2975,5(1678)
2976,3(944)
2977,5(1678)
2978,2(1695)
2979,5(1678)
2980,2(1695)
2981,4(2003)
2982,5(1678)
2983,3(944)
2984,2(1695)
2985,3(944)
2986,4(2003)
2987,2(1695)
2988,2(1695)
2989,5(1678)
2990,1(1511)
2991,5(1678)
2992,5(1678)
2993,4(2003)
2994,4(2003)
2995,2(1695)
2996,4(2003)
2997,2(1695)
2998,2(1695)
2999,3(944)
3000,4(2003)
3001,1(1511)
3002,1(1511)
3003,4(2003)
3004,1(1511)
3005,4(2003)
3006,4(2003)
3007,2(1695)
3008,3(944)
3009,1(1511)
3010,3(944)
3011,5(1678)
3012,2(1695)
3013,5(1678)
3014,5(1678)
3015,4(2003)
3016,5(1678)
3017,5(1678)
3018,3(944)
3019,3(944)
3020,4(2003)
3021,5(1678)
3022,4(2003)
3023,2(1695)
3024,4(2003)
3025,4(2003)
3026,3(944)
3027,1(1511)
3028,1(1511)
3029,1(1511)
3030,3(944)
3031,2(1695)
3032,2(1695)
3033,1(1511)
3034,5(1678)
3035,4(2003)
3036,4(2003)
3037,5(1678)
3038,4(2003)
3039,4(2003)
3040,5(1678)
3041,2(1695)
3042,3(944)
3043,5(1678)
3044,5(1678)
3045,5(1678)
3046,5(1678)
3047,5(1678)
3048,3(944)
3049,4(2003)
3050,5(1678)
3051,5(1678)
3052,2(1695)
3053,5(1678)
3054,1(1511)
3055,4(2003)
3056,1(1511)
3057,5(1678)
3058,5(1678)
3059,5(1678)
3060,2(1695)
3061,4(2003)
3062,2(1695)
3063,2(1695)
3064,4(2003)
3065,4(2003)
3066,5(1678)
3067,5(1678)
3068,5(1678)
3069,3(944)
3070,1(1511)
3071,1(1511)
3072,1(1511)
3073,5(1678)
3074,4(2003)
3075,1(1511)
3076,1(1511)
3077,4(2003)
3078,2(1695)
3079,5(1678)
3080,3(944)
3081,4(2003)
3082,1(1511)
3083,2(1695)
3084,2(1695)
3085,4(2003)
3086,4(2003)
3087,4(2003)
3088,1(1511)
3089,5(1678)
3090,5(1678)
3091,5(1678)
3092,4(2003)
3093,5(1678)
3094,5(1678)
3095,5(1678)
3096,5(1678)
3097,3(944)
3098,5(1678)
3099,5(1678)
3100,5(1678)
3101,5(1678)
3102,2(1695)
3103,3(944)
3104,2(1695)
3105,5(1678)
3106,2(1695)
3107,3(944)
3108,1(1511)
3109,4(2003)
3110,1(1511)
3111,1(1511)
3112,1(1511)
3113,2(1695)
3114,1(1511)
3115,4(2003)
3116,4(2003)
3117,4(2003)
3118,1(1511)
3119,4(2003)
3120,1(1511)
3121,2(1695)
3122,5(1678)
3123,1(1511)
3124,1(1511)
3125,2(1695)
3126,4(2003)
3127,4(2003)
3128,2(1695)
3129,1(1511)
3130,2(1695)
3131,2(1695)
3132,3(944)
3133,2(1695)
3134,1(1511)
3135,2(1695)
3136,2(1695)
3137,4(2003)
3138,5(1678)
3139,3(944)
3140,3(944)
3141,2(1695)
3142,4(2003)
3143,1(1511)
3144,4(2003)
3145,2(1695)
3146,5(1678)
3147,5(1678)
3148,4(2003)
3149,4(2003)
3150,5(1678)
3151,4(2003)
3152,5(1678)
3153,5(1678)
3154,4(2003)
3155,5(1678)
3156,4(2003)
3157,3(944)
3158,5(1678)
3159,2(1695)
3160,4(2003)
3161,1(1511)
3162,1(1511)
3163,2(1695)
3164,4(2003)
3165,1(1511)
3166,4(2003)
3167,4(2003)
3168,1(1511)
3169,3(944)
3170,5(1678)
3171,5(1678)
3172,5(1678)
3173,2(1695)
3174,2(1695)
3175,3(944)
3176,1(1511)
3177,5(1678)
3178,2(1695)
3179,1(1511)
3180,4(2003)
3181,5(1678)
3182,4(2003)
3183,2(1695)
3184,5(1678)
3185,1(1511)
3186,4(2003)
3187,5(1678)
3188,5(1678)
3189,5(1678)
3190,4(2003)
3191,1(1511)
3192,4(2003)
3193,5(1678)
3194,5(1678)
3195,2(1695)
3196,4(2003)
3197,5(1678)
3198,5(1678)
3199,5(1678)
3200,1(1511)
3201,5(1678)
3202,4(2003)
3203,4(2003)
3204,3(944)
3205,3(944)
3206,1(1511)
3207,2(1695)
3208,1(1511)
3209,3(944)
3210,4(2003)
3211,4(2003)
3212,4(2003)
3213,4(2003)
3214,4(2003)
3215,5(1678)
3216,3(944)
3217,2(1695)
3218,2(1695)
3219,1(1511)
3220,4(2003)
3221,1(1511)
3222,5(1678)
3223,1(1511)
3224,2(1695)
3225,2(1695)
3226,2(1695)
3227,4(2003)
3228,4(2003)
3229,2(1695)
3230,1(1511)
3231,3(944)
3232,2(1695)
3233,2(1695)
3234,5(1678)
3235,3(944)
3236,5(1678)
3237,1(1511)
3238,4(2003)
3239,2(1695)
3240,2(1695)
3241,4(2003)
3242,5(1678)
3243,5(1678)
3244,2(1695)
3245,2(1695)
3246,4(2003)
3247,2(1695)
3248,2(1695)
3249,1(1511)
3250,4(2003)
3251,3(944)
3252,3(944)
3253,4(2003)
3254,4(2003)
3255,2(1695)
3256,2(1695)
3257,2(1695)
3258,5(1678)
3259,4(2003)
3260,2(1695)
3261,3(944)
3262,3(944)
3263,4(2003)
